"Sample ID","Type","Conc","WL460.0","Comments"
"MBK","Unknown",0.0002,-0.0021,""
"FBK(0324 한화)","Unknown",0.0000,-0.0025,""
"한화 3","Unknown",0.0072,0.0147,""
"한화 4","Unknown",0.0114,0.0247,""
"FBK(0326 LG나주)","Unknown",-0.0012,-0.0053,""
"LG나주 1","Unknown",0.0071,0.0145,""
"LG나주 2","Unknown",0.0103,0.0222,""
"CCV(ST4,0.100mg/L)","Unknown",0.1008,0.2381,""
