"Sample ID","Type","Conc","WL460.0","Comments"
"MBK","Unknown",-0.0055,0.0001,""
"2_10_2","Unknown",0.2470,0.5452,""
"2_10_3","Unknown",0.3863,0.8459,""
"2_10_4","Unknown",0.3272,0.7184,""
"2_10_5","Unknown",0.1128,0.2556,""
"2_10_6","Unknown",0.1744,0.3886,""
"2_10_11","Unknown",0.1209,0.2730,""
"À²2_11_14","Unknown",0.3683,0.8070,""
"À²2_12_15","Unknown",0.2508,0.5535,""
"À²2_12_16","Unknown",0.0806,0.1861,""
"CCV(ST4,0.200mg/L)","Unknown",0.2019,0.4478,""
