"Sample ID","Type","Conc","WL460.0","Comments"
"MBK","Unknown",-0.0012,0.0000,""
"3_27_2","Unknown",0.3771,0.9105,""
"3_27_3","Unknown",0.3175,0.7669,""
"3_27_4","Unknown",0.3399,0.8209,""
"3_27_7","Unknown",0.1849,0.4480,""
"3_27_9","Unknown",0.1598,0.3874,""
"3_31_1","Unknown",0.3816,0.9214,""
"À²3_31_15","Unknown",0.2157,0.5220,""
"À²3_31_16","Unknown",0.0207,0.0527,""
"CCV(ST4,0.200mg/L)","Unknown",0.1972,0.4774,""
