"Sample ID","Type","Conc","WL460.0","Comments"
"MBK","Unknown",-0.0010,-0.0046,""
"FBK(0205 利樊)","Unknown",-0.0030,-0.0092,""
"利樊1","Unknown",0.0191,0.0408,""
"利樊2","Unknown",0.0965,0.2160,""
"利樊3","Unknown",0.0279,0.0608,""
"利樊4","Unknown",0.0222,0.0479,""
"利樊5","Unknown",0.0322,0.0705,""
"利樊6","Unknown",0.1236,0.2772,""
"利樊7","Unknown",0.1194,0.2677,""
"利樊8","Unknown",0.1741,0.3913,""
"CCV(ST4,0.200mg/L)","Unknown",0.1988,0.4471,""
