Bromoform,,,,1949,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 5:56:17,Data File,YS-03.D
Type,Sample,Name,YS-03
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,2213,,ND,mg/L
Acrylonitrile,,,,2213,,ND,mg/L
Bromoform,,,,1908,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 6:14:15,Data File,YS-04.D
Type,Sample,Name,YS-04
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,2074,,ND,mg/L
Acrylonitrile,,,,2074,,ND,mg/L
Bromoform,,,,1705,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 6:32:15,Data File,YS-05.D
Type,Sample,Name,YS-05
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1776,,ND,mg/L
Acrylonitrile,,,,1776,,ND,mg/L
Bromoform,,,,1463,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 6:50:10,Data File,YS-06.D
Type,Sample,Name,YS-06
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1913,,ND,mg/L
Acrylonitrile,,,,1913,,ND,mg/L
Bromoform,,,,1587,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 7:08:07,Data File,YS-07.D
Type,Sample,Name,YS-07
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,2200,,ND,mg/L
Acrylonitrile,,,,2200,,ND,mg/L
Bromoform,,,,1896,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 7:26:04,Data File,YS-08.D
Type,Sample,Name,YS-08
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,2234,,ND,mg/L
Acrylonitrile,,,,2234,,ND,mg/L
Bromoform,,12.495,0,1915,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 7:44:00,Data File,YS-09.D
Type,Sample,Name,YS-09
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,2393,,ND,mg/L
Acrylonitrile,,6.511,0,2393,,ND,mg/L
Bromoform,,,,2069,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 8:01:54,Data File,YS-10.D
Type,Sample,Name,YS-10
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1811,,ND,mg/L
Acrylonitrile,,6.511,0,1811,,ND,mg/L
Bromoform,,12.495,606,1559,,0.009,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 8:19:54,Data File,YS-11.D
Type,Sample,Name,YS-11
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1784,,ND,mg/L
Acrylonitrile,,,,1784,,ND,mg/L
Bromoform,,,,1549,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 8:37:51,Data File,YS-12.D
Type,Sample,Name,YS-12
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,2003,,ND,mg/L
Acrylonitrile,,,,2003,,ND,mg/L
Bromoform,,,,1705,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 8:55:43,Data File,YS-13.D
Type,Sample,Name,YS-13
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1961,,ND,mg/L
Acrylonitrile,,,,1961,,ND,mg/L
Bromoform,,,,1672,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 9:42:12,Data File,YS-14.D
Type,Sample,Name,YS-14
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1737,,ND,mg/L
Acrylonitrile,,,,1737,,ND,mg/L
Bromoform,,12.495,18643,1485,,0.195,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 10:00:03,Data File,YS-15.D
Type,Sample,Name,YS-15
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1438,,ND,mg/L
Acrylonitrile,,,,1438,,ND,mg/L
Bromoform,,12.495,1630,1287,,0.022,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 10:17:56,Data File,YS-16.D
Type,Sample,Name,YS-16
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1913,,ND,mg/L
Acrylonitrile,,,,1913,,ND,mg/L
Bromoform,,,,1601,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 10:35:53,Data File,YS-17.D
Type,Sample,Name,YS-17
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1874,,ND,mg/L
Acrylonitrile,,,,1874,,ND,mg/L
Bromoform,,,,1572,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 10:53:51,Data File,YS-18.D
Type,Sample,Name,YS-18
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1892,,ND,mg/L
Acrylonitrile,,,,1892,,ND,mg/L
Bromoform,,,,1605,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 11:11:45,Data File,MBK-2.D
Type,Blank,Name,MBK-2
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1619,,ND,mg/L
Acrylonitrile,,,,1619,,ND,mg/L
Bromoform,,,,1369,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-03 오후 11:47:42,Data File,-CCV-2.D
Type,QC,Name,-CCV-2
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,4.831,78358,1632,,0.207,mg/L
Acrylonitrile,,6.511,3827,1632,,0.191,mg/L
Bromoform,,12.492,17219,1422,,0.188,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-04 오전 12:05:37,Data File,HJ-01.D
Type,Sample,Name,HJ-01
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,2478,,ND,mg/L
Acrylonitrile,,,,2478,,ND,mg/L
Bromoform,,,,2077,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-04 오전 12:23:35,Data File,HJ-02.D
Type,Sample,Name,HJ-02
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,2119,,ND,mg/L
Acrylonitrile,,6.511,0,2119,,ND,mg/L
Bromoform,,,,1768,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-04 오전 12:41:29,Data File,HJ-03.D
Type,Sample,Name,HJ-03
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,2115,,ND,mg/L
Acrylonitrile,,,,2115,,ND,mg/L
Bromoform,,,,1769,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-04 오전 12:59:23,Data File,HJ-04.D
Type,Sample,Name,HJ-04
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,2173,,ND,mg/L
Acrylonitrile,,,,2173,,ND,mg/L
Bromoform,,,,1850,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-04 오전 1:17:22,Data File,HJ-05.D
Type,Sample,Name,HJ-05
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1719,,ND,mg/L
Acrylonitrile,,,,1719,,ND,mg/L
Bromoform,,,,1510,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-04 오전 1:35:19,Data File,HJ-06.D
Type,Sample,Name,HJ-06
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,2221,,ND,mg/L
Acrylonitrile,,,,2221,,ND,mg/L
Bromoform,,12.492,0,1890,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-04 오전 1:53:18,Data File,HJ-07.D
Type,Sample,Name,HJ-07
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,2100,,ND,mg/L
Acrylonitrile,,,,2100,,ND,mg/L
Bromoform,,,,1814,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-04 오전 2:11:17,Data File,HJ-08.D
Type,Sample,Name,HJ-08
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,2280,,ND,mg/L
Acrylonitrile,,,,2280,,ND,mg/L
Bromoform,,12.495,0,1852,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-04 오전 2:29:11,Data File,HJ-09.D
Type,Sample,Name,HJ-09
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1897,,ND,mg/L
Acrylonitrile,,,,1897,,ND,mg/L
Bromoform,,,,1476,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-04 오전 2:47:09,Data File,HJ-10.D
Type,Sample,Name,HJ-10
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1952,,ND,mg/L
Acrylonitrile,,,,1952,,ND,mg/L
Bromoform,,,,1604,,ND,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-02-04 오후 3:00:32,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:31:15,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-04 오후 3:00:32,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-04 오전 3:05:03,Data File,HJ-11.D
Type,Sample,Name,HJ-11
Dil.,1,Acq. Method File,2025-VOCs(3) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
Vinylchloride,,,,1413,,ND,mg/L
Acrylonitrile,,,,1413,,ND,mg/L
Bromoform,,12.495,1276,1180,,0.019,mg/L
Vinylchloride
,,
Acrylonitrile
,,
Bromoform
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC3(HC 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC3.batch.bin"
