Batch Data Path,"D:\DATA\2026년\3. 2026년 3월\VOC3(LT 2.26, RE 3.4, KD 3.4)\QuantResults\VOC3.batch.bin"
Analysis Time,2026-03-06 오후 2:45:38,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-06 오후 2:45:38,Analyze Quant Version,10.2,Report Quant Version,10.2
Vinylchloride
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC3 ST-01.D,,Cal,4.820,,1221,,633,,0.006
VOC3 ST-02.D,,Cal,4.831,,1819,,526,,0.009
VOC3 ST-03.D,,Cal,4.820,,13811,,550,,0.050
VOC3 ST-04.D,,Cal,4.831,,27618,,533,,0.100
VOC3 ST-05.D,,Cal,4.831,,58352,,748,,0.149
VOC3 ST-06.D,,Cal,4.820,,111161,,525,,0.400
BK-.D,,Blank,,,,,634,,ND
FBK(LT 26-02-26).D,,Blank,,,,,631,,ND
FBK(KD 26-03-04).D,,Blank,,,,,681,,ND
FBK(RE 26-03-04).D,,Blank,,,,,657,,ND
RE-01.D,,Sample,4.820,,14418,,569,,0.050
RE-02.D,,Sample,,,,,598,,ND
RE-03.D,,Sample,4.820,,21523,,663,,0.064
RE-04.D,,Sample,4.820,,0,,614,,ND
RE-09.D,,Sample,,,,,681,,ND
RE-10.D,,Sample,,,,,630,,ND
RE-11.D,,Sample,,,,,625,,ND
RE-12.D,,Sample,,,,,552,,ND
KD-01.D,,Sample,,,,,922,,ND
KD-02.D,,Sample,,,,,484,,ND
KD-03.D,,Sample,,,,,646,,ND
LT-01.D,,Sample,,,,,731,,ND
LT-02.D,,Sample,,,,,314,,ND
LT-03.D,,Sample,,,,,578,,ND
LT-01 R.D,,Sample,,,,,649,,ND
MBK.D,,Blank,,,,,549,,ND
-CCV-.D,,QC,4.831,,55764,,642,,0.166
Acrylonitrile
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC3 ST-01.D,,Cal,6.511,,95,,633,,0.004
VOC3 ST-02.D,,Cal,6.499,,190,,526,,0.011
VOC3 ST-03.D,,Cal,6.499,,1000,,550,,0.055
VOC3 ST-04.D,,Cal,6.499,,1982,,533,,0.111
VOC3 ST-05.D,,Cal,6.499,,4344,,748,,0.174
VOC3 ST-06.D,,Cal,6.499,,7166,,525,,0.409
BK-.D,,Blank,,,,,634,,ND
FBK(LT 26-02-26).D,,Blank,,,,,631,,ND
FBK(KD 26-03-04).D,,Blank,,,,,681,,ND
FBK(RE 26-03-04).D,,Blank,,,,,657,,ND
RE-01.D,,Sample,6.511,,0,,569,,ND
RE-02.D,,Sample,6.500,,0,,598,,ND
RE-03.D,,Sample,6.511,,0,,663,,ND
RE-04.D,,Sample,6.511,,0,,614,,ND
RE-09.D,,Sample,6.511,,0,,681,,ND
RE-10.D,,Sample,,,,,630,,ND
RE-11.D,,Sample,,,,,625,,ND
RE-12.D,,Sample,,,,,552,,ND
KD-01.D,,Sample,,,,,922,,ND
KD-02.D,,Sample,,,,,484,,ND
KD-03.D,,Sample,,,,,646,,ND
LT-01.D,,Sample,6.500,,1754243,,731,,71.964
LT-02.D,,Sample,6.499,,2033,,314,,0.194
LT-03.D,,Sample,6.500,,0,,578,,ND
LT-01 R.D,,Sample,6.499,,3375,,649,,78.012
MBK.D,,Blank,,,,,549,,ND
-CCV-.D,,QC,6.499,,4423,,642,,0.207
Bromoform
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC3 ST-01.D,,Cal,12.486,,251,,526,,0.002
VOC3 ST-02.D,,Cal,12.486,,485,,449,,0.008
VOC3 ST-03.D,,Cal,12.486,,2604,,455,,0.055
VOC3 ST-04.D,,Cal,12.483,,5016,,440,,0.111
