Cal_NPOC(처리장검량선)_260407_0912;2026-04-07 오전 9:12:12;
측정점;C-공칭 [mg/l];Volume;I-전체 - 평균 [AU];I-전체 - 1 [AU];I-전체 - 2 [AU];I-전체 - 3 [AU];I-전체 - 4 [AU];I-전체 - 5 [AU];I-전체 - 6 [AU];I-전체 - 7 [AU];I-전체 - 8 [AU];I-전체 - 9 [AU];I-전체 - 10 [AU];
TC_00;0.00;0.5000;244.2;244.2;
TC_01;0.00;0.5000;228.8;228.8;
TC_02;5.00;0.5000;3488.3;3488.3;
TC_03;10.00;0.5000;6426.0;6426.0;
TC_04;50.00;0.5000;32895.1;32895.1;
TC_05;100.00;0.5000;62923.6;62923.6;
