"ST1 - RawData"
"Wavelength nm.","T%"
420.00,85.0967
420.10,85.1425
420.20,85.2036
420.30,85.2692
420.40,85.3348
420.50,85.4065
420.60,85.4706
420.70,85.5301
420.80,85.5881
420.90,85.6506
421.00,85.7101
421.10,85.7681
421.20,85.8292
421.30,85.8917
421.40,85.9451
421.50,86.0016
421.60,86.0519
421.70,86.1008
421.80,86.1542
421.90,86.2076
422.00,86.2625
422.10,86.3190
422.20,86.3708
422.30,86.4182
422.40,86.4685
422.50,86.5158
422.60,86.5677
422.70,86.6135
422.80,86.6730
422.90,86.7218
423.00,86.7737
423.10,86.8195
423.20,86.8652
423.30,86.9049
423.40,86.9461
423.50,86.9843
423.60,87.0193
423.70,87.0575
423.80,87.0987
423.90,87.1399
424.00,87.1796
424.10,87.2223
424.20,87.2620
424.30,87.3108
424.40,87.3474
424.50,87.3886
424.60,87.4222
424.70,87.4649
424.80,87.5000
424.90,87.5290
425.00,87.5717
425.10,87.6022
425.20,87.6312
425.30,87.6587
425.40,87.6816
425.50,87.7136
425.60,87.7426
425.70,87.7701
425.80,87.7991
425.90,87.8281
426.00,87.8555
426.10,87.8784
426.20,87.9013
426.30,87.9288
426.40,87.9562
426.50,87.9791
426.60,88.0051
426.70,88.0310
426.80,88.0493
426.90,88.0707
427.00,88.0875
427.10,88.1042
427.20,88.1210
427.30,88.1393
427.40,88.1607
427.50,88.1821
427.60,88.1973
427.70,88.2126
427.80,88.2309
427.90,88.2477
428.00,88.2629
428.10,88.2813
428.20,88.2980
428.30,88.3163
428.40,88.3270
428.50,88.3408
428.60,88.3545
428.70,88.3743
428.80,88.3911
428.90,88.4003
429.00,88.4109
429.10,88.4186
429.20,88.4338
429.30,88.4323
429.40,88.4369
429.50,88.4491
429.60,88.4537
429.70,88.4537
429.80,88.4567
429.90,88.4628
430.00,88.4674
430.10,88.4720
430.20,88.4781
430.30,88.4857
430.40,88.4949
430.50,88.4964
430.60,88.5040
430.70,88.5132
430.80,88.5269
430.90,88.5239
431.00,88.5300
431.10,88.5284
431.20,88.5223
431.30,88.5132
431.40,88.5117
431.50,88.5025
431.60,88.4949
431.70,88.4964
431.80,88.4918
431.90,88.4811
432.00,88.4811
432.10,88.4811
432.20,88.4750
432.30,88.4674
432.40,88.4659
432.50,88.4644
432.60,88.4552
432.70,88.4521
432.80,88.4491
432.90,88.4491
433.00,88.4521
433.10,88.4567
433.20,88.4552
433.30,88.4521
433.40,88.4476
433.50,88.4354
433.60,88.4262
433.70,88.4155
433.80,88.4018
433.90,88.3896
434.00,88.3743
434.10,88.3606
434.20,88.3499
434.30,88.3408
434.40,88.3331
434.50,88.3209
434.60,88.3133
434.70,88.2996
434.80,88.2919
434.90,88.2797
435.00,88.2767
435.10,88.2706
435.20,88.2614
435.30,88.2462
435.40,88.2294
435.50,88.2141
435.60,88.2004
435.70,88.1882
435.80,88.1805
435.90,88.1760
436.00,88.1668
436.10,88.1516
436.20,88.1363
436.30,88.1226
436.40,88.1058
436.50,88.0905
436.60,88.0798
436.70,88.0676
436.80,88.0493
436.90,88.0356
437.00,88.0249
437.10,88.0127
437.20,87.9959
437.30,87.9776
437.40,87.9654
437.50,87.9425
437.60,87.9242
437.70,87.9059
437.80,87.8922
437.90,87.8784
438.00,87.8662
438.10,87.8540
438.20,87.8372
438.30,87.8220
438.40,87.8021
438.50,87.7838
438.60,87.7625
438.70,87.7502
438.80,87.7350
438.90,87.7182
439.00,87.7075
439.10,87.6923
439.20,87.6801
439.30,87.6663
439.40,87.6556
439.50,87.6465
439.60,87.6328
439.70,87.6160
439.80,87.6022
439.90,87.5870
440.00,87.5656
440.10,87.5504
440.20,87.5320
440.30,87.5137
440.40,87.4878
440.50,87.4710
440.60,87.4542
440.70,87.4344
440.80,87.4146
440.90,87.3947
441.00,87.3779
441.10,87.3566
441.20,87.3337
441.30,87.3169
441.40,87.3032
441.50,87.2894
441.60,87.2742
441.70,87.2543
441.80,87.2421
441.90,87.2284
442.00,87.2070
442.10,87.1902
442.20,87.1796
442.30,87.1658
442.40,87.1475
442.50,87.1384
442.60,87.1262
442.70,87.1094
442.80,87.0956
442.90,87.0819
443.00,87.0697
443.10,87.0560
443.20,87.0438
443.30,87.0300
443.40,87.0132
443.50,86.9995
443.60,86.9812
443.70,86.9614
443.80,86.9431
443.90,86.9278
444.00,86.9034
444.10,86.8881
444.20,86.8820
444.30,86.8698
444.40,86.8607
444.50,86.8469
444.60,86.8378
444.70,86.8195
444.80,86.8027
444.90,86.7813
445.00,86.7630
445.10,86.7508
445.20,86.7371
445.30,86.7264
445.40,86.7218
445.50,86.7111
445.60,86.6974
445.70,86.6791
445.80,86.6669
445.90,86.6470
446.00,86.6272
446.10,86.6135
446.20,86.6028
446.30,86.5891
446.40,86.5784
446.50,86.5768
446.60,86.5662
446.70,86.5570
446.80,86.5494
446.90,86.5417
447.00,86.5311
447.10,86.5219
447.20,86.5112
447.30,86.5005
447.40,86.4899
447.50,86.4777
447.60,86.4639
447.70,86.4502
447.80,86.4349
447.90,86.4182
448.00,86.4014
448.10,86.3815
448.20,86.3678
448.30,86.3602
448.40,86.3495
448.50,86.3388
448.60,86.3342
448.70,86.3205
448.80,86.3113
448.90,86.3007
449.00,86.2930
449.10,86.2808
449.20,86.2762
449.30,86.2701
449.40,86.2640
449.50,86.2564
449.60,86.2518
449.70,86.2473
449.80,86.2381
449.90,86.2274
450.00,86.2167
450.10,86.2076
450.20,86.2000
450.30,86.1893
450.40,86.1816
450.50,86.1755
450.60,86.1740
450.70,86.1710
450.80,86.1649
450.90,86.1603
451.00,86.1557
451.10,86.1481
451.20,86.1374
451.30,86.1282
451.40,86.1252
451.50,86.1206
451.60,86.1160
451.70,86.1130
451.80,86.1099
451.90,86.1053
452.00,86.0992
452.10,86.0931
452.20,86.0886
452.30,86.0825
452.40,86.0809
452.50,86.0779
452.60,86.0703
452.70,86.0641
452.80,86.0596
452.90,86.0565
453.00,86.0504
453.10,86.0443
453.20,86.0474
453.30,86.0489
453.40,86.0428
453.50,86.0428
453.60,86.0397
453.70,86.0367
453.80,86.0291
453.90,86.0245
454.00,86.0168
454.10,86.0138
454.20,86.0138
454.30,86.0153
454.40,86.0184
454.50,86.0184
454.60,86.0184
454.70,86.0153
454.80,86.0153
454.90,86.0123
455.00,86.0123
455.10,86.0153
455.20,86.0138
455.30,86.0107
455.40,86.0107
455.50,86.0107
455.60,86.0138
455.70,86.0138
455.80,86.0214
455.90,86.0229
456.00,86.0214
456.10,86.0229
456.20,86.0291
456.30,86.0275
456.40,86.0306
456.50,86.0336
456.60,86.0352
456.70,86.0336
456.80,86.0306
456.90,86.0321
457.00,86.0352
457.10,86.0428
457.20,86.0458
457.30,86.0519
457.40,86.0611
457.50,86.0641
457.60,86.0657
457.70,86.0703
457.80,86.0748
457.90,86.0794
458.00,86.0855
458.10,86.0931
458.20,86.0992
458.30,86.1023
458.40,86.1069
458.50,86.1069
458.60,86.1115
458.70,86.1145
458.80,86.1191
458.90,86.1267
459.00,86.1313
459.10,86.1328
459.20,86.1328
459.30,86.1389
459.40,86.1420
459.50,86.1481
459.60,86.1511
459.70,86.1542
459.80,86.1588
459.90,86.1633
460.00,86.1664
460.10,86.1755
460.20,86.1847
460.30,86.1938
460.40,86.2015
460.50,86.2122
460.60,86.2244
460.70,86.2381
460.80,86.2503
460.90,86.2640
461.00,86.2778
461.10,86.2930
461.20,86.2961
461.30,86.3022
461.40,86.3098
461.50,86.3159
461.60,86.3266
461.70,86.3419
461.80,86.3510
461.90,86.3602
462.00,86.3708
462.10,86.3785
462.20,86.3831
462.30,86.3831
462.40,86.3953
462.50,86.4044
462.60,86.4151
462.70,86.4182
462.80,86.4273
462.90,86.4349
463.00,86.4456
463.10,86.4502
463.20,86.4594
463.30,86.4700
463.40,86.4746
463.50,86.4777
463.60,86.4807
463.70,86.4883
463.80,86.4944
463.90,86.5005
464.00,86.5143
464.10,86.5250
464.20,86.5341
464.30,86.5494
464.40,86.5616
464.50,86.5723
464.60,86.5875
464.70,86.6028
464.80,86.6226
464.90,86.6409
465.00,86.6608
465.10,86.6760
465.20,86.6928
465.30,86.7081
465.40,86.7203
465.50,86.7264
465.60,86.7310
465.70,86.7401
465.80,86.7462
465.90,86.7554
466.00,86.7737
466.10,86.7920
466.20,86.8073
466.30,86.8240
466.40,86.8378
466.50,86.8500
466.60,86.8561
466.70,86.8622
466.80,86.8683
466.90,86.8759
467.00,86.8835
467.10,86.8866
467.20,86.8988
467.30,86.9095
467.40,86.9217
467.50,86.9308
467.60,86.9461
467.70,86.9568
467.80,86.9659
467.90,86.9766
468.00,86.9919
468.10,87.0026
468.20,87.0132
468.30,87.0239
468.40,87.0346
468.50,87.0483
468.60,87.0605
468.70,87.0743
468.80,87.0895
468.90,87.1094
469.00,87.1231
469.10,87.1384
469.20,87.1552
469.30,87.1689
469.40,87.1826
469.50,87.1964
469.60,87.2131
469.70,87.2269
469.80,87.2437
469.90,87.2574
470.00,87.2681
470.10,87.2818
470.20,87.2955
470.30,87.3047
470.40,87.3215
470.50,87.3383
470.60,87.3520
470.70,87.3627
470.80,87.3795
470.90,87.3932
471.00,87.3993
471.10,87.4054
471.20,87.4146
471.30,87.4298
471.40,87.4405
471.50,87.4573
471.60,87.4771
471.70,87.4969
471.80,87.5168
471.90,87.5290
472.00,87.5473
472.10,87.5610
472.20,87.5732
472.30,87.5839
472.40,87.6038
472.50,87.6190
472.60,87.6404
472.70,87.6587
472.80,87.6770
472.90,87.6953
473.00,87.7060
473.10,87.7136
473.20,87.7258
473.30,87.7365
473.40,87.7441
473.50,87.7548
473.60,87.7716
473.70,87.7853
473.80,87.8021
473.90,87.8250
474.00,87.8448
474.10,87.8647
474.20,87.8815
474.30,87.8952
474.40,87.9105
474.50,87.9272
474.60,87.9425
474.70,87.9578
474.80,87.9745
474.90,87.9944
475.00,88.0157
475.10,88.0341
475.20,88.0493
475.30,88.0722
475.40,88.0936
475.50,88.1073
475.60,88.1226
475.70,88.1393
475.80,88.1607
475.90,88.1744
476.00,88.1927
476.10,88.2095
476.20,88.2263
476.30,88.2416
476.40,88.2538
476.50,88.2675
476.60,88.2874
476.70,88.3041
476.80,88.3301
476.90,88.3469
477.00,88.3636
477.10,88.3759
477.20,88.3881
477.30,88.3972
477.40,88.4064
477.50,88.4216
477.60,88.4369
477.70,88.4552
477.80,88.4735
477.90,88.4995
478.00,88.5178
478.10,88.5391
478.20,88.5605
478.30,88.5849
478.40,88.6017
478.50,88.6200
478.60,88.6368
478.70,88.6520
