"ST3 - RawData"
"Wavelength nm.","T%"
420.00,61.9446
420.10,62.0316
420.20,62.1567
420.30,62.3077
420.40,62.4725
420.50,62.6328
420.60,62.7914
420.70,62.9456
420.80,63.0890
420.90,63.2294
421.00,63.3682
421.10,63.4964
421.20,63.6261
421.30,63.7558
421.40,63.8855
421.50,64.0091
421.60,64.1388
421.70,64.2639
421.80,64.3875
421.90,64.5050
422.00,64.6286
422.10,64.7491
422.20,64.8804
422.30,65.0040
422.40,65.1215
422.50,65.2405
422.60,65.3564
422.70,65.4709
422.80,65.5792
422.90,65.6937
423.00,65.8066
423.10,65.9164
423.20,66.0141
423.30,66.1133
423.40,66.2109
423.50,66.3071
423.60,66.3971
423.70,66.4871
423.80,66.5833
423.90,66.6779
424.00,66.7679
424.10,66.8533
424.20,66.9449
424.30,67.0364
424.40,67.1249
424.50,67.2104
424.60,67.2989
424.70,67.3874
424.80,67.4698
424.90,67.5476
425.00,67.6224
425.10,67.6926
425.20,67.7673
425.30,67.8360
425.40,67.9047
425.50,67.9749
425.60,68.0374
425.70,68.1030
425.80,68.1610
425.90,68.2220
426.00,68.2800
426.10,68.3426
426.20,68.3975
426.30,68.4525
426.40,68.5028
426.50,68.5516
426.60,68.6020
426.70,68.6493
426.80,68.6935
426.90,68.7439
427.00,68.7927
427.10,68.8339
427.20,68.8782
427.30,68.9270
427.40,68.9682
427.50,69.0109
427.60,69.0475
427.70,69.0826
427.80,69.1208
427.90,69.1544
428.00,69.1879
428.10,69.2215
428.20,69.2566
428.30,69.2947
428.40,69.3298
428.50,69.3604
428.60,69.3893
428.70,69.4168
428.80,69.4443
428.90,69.4687
429.00,69.4901
429.10,69.5084
429.20,69.5313
429.30,69.5511
429.40,69.5618
429.50,69.5694
429.60,69.5892
429.70,69.6014
429.80,69.6091
429.90,69.6259
430.00,69.6396
430.10,69.6533
430.20,69.6655
430.30,69.6762
430.40,69.6930
430.50,69.6976
430.60,69.7037
430.70,69.7083
430.80,69.7159
430.90,69.7205
431.00,69.7220
431.10,69.7250
431.20,69.7281
431.30,69.7235
431.40,69.7159
431.50,69.7083
431.60,69.7037
431.70,69.6930
431.80,69.6869
431.90,69.6777
432.00,69.6640
432.10,69.6548
432.20,69.6426
432.30,69.6320
432.40,69.6182
432.50,69.6060
432.60,69.5984
432.70,69.5831
432.80,69.5679
432.90,69.5526
433.00,69.5374
433.10,69.5160
433.20,69.4962
433.30,69.4824
433.40,69.4672
433.50,69.4519
433.60,69.4397
433.70,69.4229
433.80,69.4000
433.90,69.3756
434.00,69.3512
434.10,69.3268
434.20,69.2978
434.30,69.2734
434.40,69.2490
434.50,69.2215
434.60,69.1879
434.70,69.1589
434.80,69.1330
434.90,69.1040
435.00,69.0735
435.10,69.0445
435.20,69.0201
435.30,68.9865
435.40,68.9575
435.50,68.9331
435.60,68.9133
435.70,68.8858
435.80,68.8614
435.90,68.8370
436.00,68.8065
436.10,68.7759
436.20,68.7408
436.30,68.7042
436.40,68.6691
436.50,68.6356
436.60,68.5989
436.70,68.5638
436.80,68.5318
436.90,68.4998
437.00,68.4692
437.10,68.4341
437.20,68.3945
437.30,68.3548
437.40,68.3167
437.50,68.2770
437.60,68.2343
437.70,68.1946
437.80,68.1610
437.90,68.1168
438.00,68.0740
438.10,68.0359
438.20,67.9977
438.30,67.9581
438.40,67.9184
438.50,67.8818
438.60,67.8406
438.70,67.8009
438.80,67.7612
438.90,67.7216
439.00,67.6804
439.10,67.6407
439.20,67.6056
439.30,67.5735
439.40,67.5323
439.50,67.4957
439.60,67.4591
439.70,67.4210
439.80,67.3828
439.90,67.3370
440.00,67.2974
440.10,67.2577
440.20,67.2134
440.30,67.1707
440.40,67.1295
440.50,67.0853
440.60,67.0425
440.70,66.9952
440.80,66.9540
440.90,66.9067
441.00,66.8640
441.10,66.8243
441.20,66.7847
441.30,66.7465
441.40,66.7099
441.50,66.6718
441.60,66.6321
441.70,66.5909
441.80,66.5482
441.90,66.5054
442.00,66.4658
442.10,66.4261
442.20,66.3910
442.30,66.3544
442.40,66.3177
442.50,66.2766
442.60,66.2369
442.70,66.1957
442.80,66.1560
442.90,66.1179
443.00,66.0828
443.10,66.0461
443.20,66.0080
443.30,65.9729
443.40,65.9332
443.50,65.8951
443.60,65.8585
443.70,65.8249
443.80,65.7898
443.90,65.7516
444.00,65.7150
444.10,65.6754
444.20,65.6372
444.30,65.5960
444.40,65.5594
444.50,65.5304
444.60,65.4968
444.70,65.4648
444.80,65.4282
444.90,65.3900
445.00,65.3534
445.10,65.3168
445.20,65.2817
445.30,65.2466
445.40,65.2115
445.50,65.1794
445.60,65.1474
445.70,65.1169
445.80,65.0864
445.90,65.0543
446.00,65.0238
446.10,64.9902
446.20,64.9551
446.30,64.9200
446.40,64.8895
446.50,64.8590
446.60,64.8285
446.70,64.7995
446.80,64.7705
446.90,64.7446
447.00,64.7171
447.10,64.6866
447.20,64.6606
447.30,64.6317
447.40,64.6011
447.50,64.5706
447.60,64.5432
447.70,64.5172
447.80,64.4897
447.90,64.4638
448.00,64.4318
448.10,64.4058
448.20,64.3784
448.30,64.3524
448.40,64.3280
448.50,64.3021
448.60,64.2792
448.70,64.2502
448.80,64.2258
448.90,64.1968
449.00,64.1693
449.10,64.1464
449.20,64.1251
449.30,64.1006
449.40,64.0808
449.50,64.0625
449.60,64.0427
449.70,64.0228
449.80,64.0045
449.90,63.9832
450.00,63.9633
450.10,63.9450
450.20,63.9282
450.30,63.9084
450.40,63.8885
450.50,63.8672
450.60,63.8458
450.70,63.8229
450.80,63.8046
450.90,63.7878
451.00,63.7787
451.10,63.7650
451.20,63.7497
451.30,63.7344
451.40,63.7161
451.50,63.7024
451.60,63.6826
451.70,63.6703
451.80,63.6597
451.90,63.6490
452.00,63.6368
452.10,63.6246
452.20,63.6124
452.30,63.5971
452.40,63.5834
452.50,63.5742
452.60,63.5620
452.70,63.5529
452.80,63.5422
452.90,63.5345
453.00,63.5223
453.10,63.5071
453.20,63.4979
453.30,63.4888
453.40,63.4796
453.50,63.4674
453.60,63.4583
453.70,63.4506
453.80,63.4399
453.90,63.4293
454.00,63.4201
454.10,63.4140
454.20,63.4109
454.30,63.4033
454.40,63.3987
454.50,63.3926
454.60,63.3881
454.70,63.3804
454.80,63.3728
454.90,63.3698
455.00,63.3667
455.10,63.3667
455.20,63.3652
455.30,63.3636
455.40,63.3606
455.50,63.3606
455.60,63.3591
455.70,63.3606
455.80,63.3621
455.90,63.3621
456.00,63.3652
456.10,63.3636
456.20,63.3636
456.30,63.3591
456.40,63.3575
456.50,63.3591
456.60,63.3575
456.70,63.3575
456.80,63.3591
456.90,63.3606
457.00,63.3606
457.10,63.3636
457.20,63.3698
457.30,63.3743
457.40,63.3804
457.50,63.3850
457.60,63.3926
457.70,63.3987
457.80,63.4018
457.90,63.4079
458.00,63.4140
458.10,63.4216
458.20,63.4262
458.30,63.4308
458.40,63.4369
458.50,63.4415
458.60,63.4506
458.70,63.4583
458.80,63.4674
458.90,63.4781
459.00,63.4872
459.10,63.4964
459.20,63.5040
459.30,63.5086
459.40,63.5178
459.50,63.5239
459.60,63.5315
459.70,63.5391
459.80,63.5498
459.90,63.5590
460.00,63.5666
460.10,63.5803
460.20,63.5956
460.30,63.6078
460.40,63.6230
460.50,63.6414
460.60,63.6566
460.70,63.6734
460.80,63.6902
460.90,63.7054
461.00,63.7207
461.10,63.7375
461.20,63.7497
461.30,63.7619
461.40,63.7756
461.50,63.7894
461.60,63.8016
461.70,63.8168
461.80,63.8275
461.90,63.8428
462.00,63.8611
462.10,63.8763
462.20,63.8931
462.30,63.9084
462.40,63.9297
462.50,63.9481
462.60,63.9648
462.70,63.9816
462.80,63.9969
462.90,64.0137
463.00,64.0305
463.10,64.0457
463.20,64.0594
463.30,64.0778
463.40,64.0930
463.50,64.1098
463.60,64.1220
463.70,64.1373
463.80,64.1602
463.90,64.1769
464.00,64.1953
464.10,64.2166
464.20,64.2349
464.30,64.2639
464.40,64.2899
464.50,64.3173
464.60,64.3433
464.70,64.3677
464.80,64.3936
464.90,64.4165
465.00,64.4394
465.10,64.4623
465.20,64.4913
465.30,64.5172
465.40,64.5386
465.50,64.5569
465.60,64.5798
465.70,64.5950
465.80,64.6103
465.90,64.6301
466.00,64.6545
466.10,64.6805
466.20,64.7049
466.30,64.7385
466.40,64.7690
466.50,64.7964
466.60,64.8193
466.70,64.8483
466.80,64.8727
466.90,64.8956
467.00,64.9170
467.10,64.9384
467.20,64.9628
467.30,64.9796
467.40,65.0009
467.50,65.0208
467.60,65.0406
467.70,65.0604
467.80,65.0879
467.90,65.1108
468.00,65.1337
468.10,65.1596
468.20,65.1901
468.30,65.2222
468.40,65.2496
468.50,65.2786
468.60,65.3107
468.70,65.3381
468.80,65.3610
468.90,65.3854
469.00,65.4099
469.10,65.4404
469.20,65.4678
469.30,65.4922
469.40,65.5197
469.50,65.5487
469.60,65.5746
469.70,65.5975
469.80,65.6296
469.90,65.6586
470.00,65.6860
470.10,65.7150
470.20,65.7471
470.30,65.7761
470.40,65.8035
470.50,65.8325
470.60,65.8585
470.70,65.8859
470.80,65.9164
470.90,65.9470
471.00,65.9775
471.10,66.0095
471.20,66.0385
471.30,66.0706
471.40,66.0995
471.50,66.1285
471.60,66.1591
471.70,66.1865
471.80,66.2170
471.90,66.2521
472.00,66.2842
472.10,66.3177
472.20,66.3528
472.30,66.3879
472.40,66.4246
472.50,66.4566
472.60,66.4902
472.70,66.5222
472.80,66.5543
472.90,66.5848
473.00,66.6138
473.10,66.6443
473.20,66.6779
473.30,66.7114
473.40,66.7389
473.50,66.7664
473.60,66.7938
473.70,66.8198
473.80,66.8427
473.90,66.8716
474.00,66.9052
474.10,66.9388
474.20,66.9769
474.30,67.0090
474.40,67.0441
474.50,67.0776
474.60,67.1097
474.70,67.1432
474.80,67.1799
474.90,67.2195
475.00,67.2562
475.10,67.2943
475.20,67.3309
475.30,67.3706
475.40,67.4057
475.50,67.4469
475.60,67.4835
475.70,67.5201
475.80,67.5598
475.90,67.5995
476.00,67.6376
476.10,67.6727
476.20,67.7124
476.30,67.7444
476.40,67.7765
476.50,67.8146
476.60,67.8528
476.70,67.8864
476.80,67.9184
476.90,67.9535
477.00,67.9871
477.10,68.0176
477.20,68.0466
477.30,68.0801
477.40,68.1137
477.50,68.1503
477.60,68.1885
477.70,68.2251
477.80,68.2648
477.90,68.3090
478.00,68.3517
478.10,68.3899
478.20,68.4326
478.30,68.4692
478.40,68.5059
478.50,68.5471
478.60,68.5913
478.70,68.6325
478.80,68.6722
478.90,68.7103
479.00,68.7500
479.10,68.7866
479.20,68.8202
479.30,68.8583
479.40,68.8980
479.50,68.9331
479.60,68.9682
479.70,69.0033
479.80,69.0414
479.90,69.0811
480.00,69.1193
480.10,69.1574
480.20,69.1971
480.30,69.2383
480.40,69.2749
480.50,69.3115
480.60,69.3481
480.70,69.3848
480.80,69.4275
480.90,69.4641
481.00,69.5068
481.10,69.5496
481.20,69.5984
481.30,69.6396
481.40,69.6899
481.50,69.7342
481.60,69.7800
481.70,69.8196
481.80,69.8578
481.90,69.8975
482.00,69.9371
482.10,69.9783
482.20,70.0195
482.30,70.0668
482.40,70.1126
482.50,70.1569
482.60,70.1981
482.70,70.2408
482.80,70.2820
482.90,70.3217
483.00,70.3629
483.10,70.4071
483.20,70.4498
483.30,70.4926
483.40,70.5338
483.50,70.5780
483.60,70.6177
483.70,70.6573
483.80,70.7001
483.90,70.7413
484.00,70.7855
484.10,70.8344
484.20,70.8817
484.30,70.9259
484.40,70.9671
484.50,71.0083
484.60,71.0510
484.70,71.0876
484.80,71.1334
484.90,71.1792
485.00,71.2250
485.10,71.2708
485.20,71.3181
485.30,71.3638
485.40,71.4066
485.50,71.4523
485.60,71.4981
485.70,71.5424
485.80,71.5836
485.90,71.6248
486.00,71.6690
486.10,71.7117
486.20,71.7545
486.30,71.7987
486.40,71.8475
486.50,71.8964
486.60,71.9421
486.70,71.9879
486.80,72.0291
486.90,72.0688
487.00,72.1115
487.10,72.1527
487.20,72.1954
487.30,72.2382
487.40,72.2839
487.50,72.3297
487.60,72.3755
487.70,72.4228
487.80,72.4670
487.90,72.5174
488.00,72.5632
488.10,72.6089
488.20,72.6532
488.30,72.6959
488.40,72.7386
488.50,72.7814
488.60,72.8256
488.70,72.8760
488.80,72.9248
488.90,72.9736
489.00,73.0225
489.10,73.0728
489.20,73.1201
489.30,73.1659
489.40,73.2147
489.50,73.2620
489.60,73.3063
489.70,73.3521
489.80,73.3978
489.90,73.4436
490.00,73.4909
490.10,73.5397
490.20,73.5901
490.30,73.6359
490.40,73.6816
490.50,73.7259
490.60,73.7717
490.70,73.8174
490.80,73.8647
490.90,73.9151
491.00,73.9639
491.10,74.0128
491.20,74.0616
491.30,74.1074
491.40,74.1531
491.50,74.2020
491.60,74.2538
491.70,74.2996
491.80,74.3484
491.90,74.3988
492.00,74.4507
492.10,74.4995
492.20,74.5514
492.30,74.6033
492.40,74.6552
492.50,74.7040
492.60,74.7528
492.70,74.8001
492.80,74.8505
492.90,74.9008
493.00,74.9481
493.10,74.9969
493.20,75.0427
493.30,75.0885
493.40,75.1343
493.50,75.1831
493.60,75.2350
493.70,75.2853
493.80,75.3372
493.90,75.3860
494.00,75.4379
494.10,75.4837
494.20,75.5280
494.30,75.5737
494.40,75.6195
494.50,75.6699
494.60,75.7217
494.70,75.7721
494.80,75.8209
494.90,75.8728
495.00,75.9232
495.10,75.9705
495.20,76.0193
495.30,76.0681
495.40,76.1200
495.50,76.1673
495.60,76.2161
495.70,76.2695
495.80,76.3214
495.90,76.3733
496.00,76.4252
496.10,76.4786
496.20,76.5274
496.30,76.5732
496.40,76.6281
496.50,76.6769
496.60,76.7288
496.70,76.7807
496.80,76.8326
496.90,76.8845
497.00,76.9379
497.10,76.9958
497.20,77.0477
497.30,77.0966
497.40,77.1469
497.50,77.1973
497.60,77.2476
497.70,77.2995
497.80,77.3499
497.90,77.4078
498.00,77.4612
498.10,77.5116
498.20,77.5604
498.30,77.6108
498.40,77.6611
498.50,77.7100
498.60,77.7573
498.70,77.8015
498.80,77.8519
498.90,77.9007
499.00,77.9526
499.10,78.0075
499.20,78.0685
499.30,78.1250
499.40,78.1754
499.50,78.2333
499.60,78.2822
499.70,78.3295
499.80,78.3783
499.90,78.4286
500.00,78.4805
500.10,78.5324
500.20,78.5858
500.30,78.6346
500.40,78.6835
500.50,78.7323
500.60,78.7766
500.70,78.8162
500.80,78.8605
500.90,78.9017
501.00,78.9474
501.10,78.9978
501.20,79.0482
501.30,79.0970
501.40,79.1489
501.50,79.1992
501.60,79.2496
501.70,79.2999
501.80,79.3549
501.90,79.4113
502.00,79.4693
502.10,79.5258
502.20,79.5822
502.30,79.6356
502.40,79.6844
502.50,79.7333
502.60,79.7852
502.70,79.8309
502.80,79.8767
502.90,79.9271
503.00,79.9759
503.10,80.0217
503.20,80.0705
503.30,80.1224
503.40,80.1682
503.50,80.2155
503.60,80.2673
503.70,80.3177
503.80,80.3650
503.90,80.4169
504.00,80.4657
504.10,80.5099
504.20,80.5557
504.30,80.6030
504.40,80.6458
504.50,80.6946
504.60,80.7449
504.70,80.7968
504.80,80.8411
504.90,80.8884
505.00,80.9372
505.10,80.9891
505.20,81.0394
505.30,81.0913
505.40,81.1462
505.50,81.1981
505.60,81.2500
505.70,81.2988
505.80,81.3507
505.90,81.4011
506.00,81.4484
506.10,81.4957
506.20,81.5369
506.30,81.5826
506.40,81.6299
506.50,81.6742
506.60,81.7245
506.70,81.7749
506.80,81.8222
506.90,81.8710
507.00,81.9214
507.10,81.9717
507.20,82.0190
507.30,82.0694
507.40,82.1259
507.50,82.1823
507.60,82.2357
507.70,82.2906
507.80,82.3471
507.90,82.3975
508.00,82.4478
508.10,82.4966
508.20,82.5455
508.30,82.5943
508.40,82.6416
508.50,82.6889
508.60,82.7316
508.70,82.7728
508.80,82.8156
508.90,82.8613
509.00,82.9117
509.10,82.9605
509.20,83.0124
509.30,83.0643
509.40,83.1161
509.50,83.1665
509.60,83.2169
509.70,83.2687
509.80,83.3191
509.90,83.3694
510.00,83.4167
510.10,83.4610
510.20,83.5037
510.30,83.5510
510.40,83.5968
510.50,83.6441
510.60,83.6929
510.70,83.7402
510.80,83.7875
510.90,83.8318
511.00,83.8730
511.10,83.9188
511.20,83.9661
511.30,84.0195
511.40,84.0683
511.50,84.1171
511.60,84.1675
511.70,84.2148
511.80,84.2590
511.90,84.2972
512.00,84.3445
512.10,84.3887
512.20,84.4360
512.30,84.4833
