"LG³ªÁÖ1 - RawData"
"Wavelength nm.","T%"
420.00,95.1477
420.10,95.1538
420.20,95.1569
420.30,95.1691
420.40,95.1797
420.50,95.1889
420.60,95.1904
420.70,95.2057
420.80,95.2103
420.90,95.2133
421.00,95.2148
421.10,95.2255
421.20,95.2362
421.30,95.2362
421.40,95.2454
421.50,95.2499
421.60,95.2560
421.70,95.2698
421.80,95.2774
421.90,95.2866
422.00,95.2927
422.10,95.3049
422.20,95.3094
422.30,95.3110
422.40,95.3125
422.50,95.3171
422.60,95.3262
422.70,95.3323
422.80,95.3430
422.90,95.3476
423.00,95.3644
423.10,95.3766
423.20,95.3796
423.30,95.3857
423.40,95.3903
423.50,95.3934
423.60,95.3888
423.70,95.3934
423.80,95.4010
423.90,95.4056
424.00,95.4132
424.10,95.4147
424.20,95.4224
424.30,95.4315
424.40,95.4361
424.50,95.4407
424.60,95.4544
424.70,95.4742
424.80,95.4895
424.90,95.5048
425.00,95.5246
425.10,95.5276
425.20,95.5383
425.30,95.5399
425.40,95.5368
425.50,95.5368
425.60,95.5475
425.70,95.5521
425.80,95.5612
425.90,95.5750
426.00,95.5780
426.10,95.5795
426.20,95.5734
426.30,95.5765
426.40,95.5734
426.50,95.5688
426.60,95.5795
426.70,95.5856
426.80,95.5902
426.90,95.5978
427.00,95.6039
427.10,95.6146
427.20,95.6207
427.30,95.6299
427.40,95.6314
427.50,95.6390
427.60,95.6436
427.70,95.6451
427.80,95.6543
427.90,95.6619
428.00,95.6696
428.10,95.6726
428.20,95.6802
428.30,95.6879
428.40,95.6970
428.50,95.7047
428.60,95.7092
428.70,95.7153
428.80,95.7245
428.90,95.7306
429.00,95.7336
429.10,95.7397
429.20,95.7520
429.30,95.7565
429.40,95.7596
429.50,95.7581
429.60,95.7581
429.70,95.7565
429.80,95.7581
429.90,95.7596
430.00,95.7642
430.10,95.7718
430.20,95.7764
430.30,95.7870
430.40,95.7977
430.50,95.8115
430.60,95.8252
430.70,95.8374
430.80,95.8450
430.90,95.8481
431.00,95.8557
431.10,95.8542
431.20,95.8557
431.30,95.8542
431.40,95.8572
431.50,95.8557
431.60,95.8496
431.70,95.8527
431.80,95.8572
431.90,95.8588
432.00,95.8664
432.10,95.8740
432.20,95.8817
432.30,95.8832
432.40,95.8893
432.50,95.8969
432.60,95.9015
432.70,95.9061
432.80,95.9106
432.90,95.9152
433.00,95.9167
433.10,95.9320
433.20,95.9412
433.30,95.9488
433.40,95.9549
433.50,95.9656
433.60,95.9702
433.70,95.9717
433.80,95.9778
433.90,95.9900
434.00,95.9915
434.10,95.9961
434.20,96.0022
434.30,96.0022
434.40,96.0007
434.50,96.0052
434.60,96.0114
434.70,96.0114
434.80,96.0205
434.90,96.0236
435.00,96.0236
435.10,96.0251
435.20,96.0312
435.30,96.0312
435.40,96.0312
435.50,96.0388
435.60,96.0434
435.70,96.0480
435.80,96.0556
435.90,96.0724
436.00,96.0846
436.10,96.0861
436.20,96.0938
436.30,96.0968
436.40,96.0892
436.50,96.0861
436.60,96.0846
436.70,96.0876
436.80,96.0907
436.90,96.0907
437.00,96.1044
437.10,96.1090
437.20,96.1197
437.30,96.1227
437.40,96.1273
437.50,96.1273
437.60,96.1288
437.70,96.1334
437.80,96.1411
437.90,96.1395
438.00,96.1441
438.10,96.1456
438.20,96.1502
438.30,96.1472
438.40,96.1563
438.50,96.1563
438.60,96.1639
438.70,96.1777
438.80,96.1807
438.90,96.1838
439.00,96.1899
439.10,96.1960
439.20,96.1990
439.30,96.2051
439.40,96.2097
439.50,96.2173
439.60,96.2280
439.70,96.2357
439.80,96.2463
439.90,96.2479
440.00,96.2509
440.10,96.2555
440.20,96.2585
440.30,96.2570
440.40,96.2570
440.50,96.2646
440.60,96.2677
440.70,96.2723
440.80,96.2830
440.90,96.2891
441.00,96.2860
441.10,96.2860
441.20,96.2891
441.30,96.2875
441.40,96.2875
441.50,96.2906
441.60,96.3013
441.70,96.3120
441.80,96.3135
441.90,96.3165
442.00,96.3196
442.10,96.3211
442.20,96.3196
442.30,96.3242
442.40,96.3287
442.50,96.3348
442.60,96.3364
442.70,96.3364
442.80,96.3440
442.90,96.3501
443.00,96.3562
443.10,96.3669
443.20,96.3715
443.30,96.3730
443.40,96.3730
443.50,96.3760
443.60,96.3760
443.70,96.3806
443.80,96.3821
443.90,96.3852
444.00,96.3867
444.10,96.3837
444.20,96.3882
444.30,96.3943
444.40,96.4005
444.50,96.4050
444.60,96.4127
444.70,96.4249
444.80,96.4355
444.90,96.4401
445.00,96.4447
445.10,96.4493
445.20,96.4554
445.30,96.4523
445.40,96.4493
445.50,96.4478
445.60,96.4478
445.70,96.4417
445.80,96.4447
445.90,96.4462
446.00,96.4493
446.10,96.4600
446.20,96.4630
446.30,96.4691
446.40,96.4783
446.50,96.4890
446.60,96.4966
446.70,96.4951
446.80,96.4996
446.90,96.5073
447.00,96.5118
447.10,96.5164
447.20,96.5256
447.30,96.5347
447.40,96.5408
447.50,96.5454
447.60,96.5515
447.70,96.5500
447.80,96.5485
447.90,96.5515
448.00,96.5530
448.10,96.5515
448.20,96.5500
448.30,96.5546
448.40,96.5530
448.50,96.5530
448.60,96.5546
448.70,96.5515
448.80,96.5485
448.90,96.5515
449.00,96.5485
449.10,96.5454
449.20,96.5485
449.30,96.5515
449.40,96.5607
449.50,96.5652
449.60,96.5744
449.70,96.5820
449.80,96.5912
449.90,96.5942
450.00,96.5942
450.10,96.6003
450.20,96.6049
450.30,96.6110
450.40,96.6156
450.50,96.6248
450.60,96.6339
450.70,96.6400
450.80,96.6461
450.90,96.6492
451.00,96.6507
451.10,96.6537
451.20,96.6507
451.30,96.6568
451.40,96.6644
451.50,96.6736
451.60,96.6812
451.70,96.6873
451.80,96.6980
451.90,96.6980
452.00,96.6949
452.10,96.6934
