"ST5 - RawData"
"Wavelength nm.","T%"
420.00,46.0129
420.10,46.1227
420.20,46.2814
420.30,46.4767
420.40,46.6751
420.50,46.8704
420.60,47.0596
420.70,47.2427
420.80,47.4091
420.90,47.5723
421.00,47.7325
421.10,47.8943
421.20,48.0545
421.30,48.2147
421.40,48.3765
421.50,48.5321
421.60,48.6877
421.70,48.8388
421.80,48.9914
421.90,49.1364
422.00,49.2859
422.10,49.4354
422.20,49.5834
422.30,49.7238
422.40,49.8718
422.50,50.0153
422.60,50.1541
422.70,50.2914
422.80,50.4303
422.90,50.5630
423.00,50.6989
423.10,50.8347
423.20,50.9598
423.30,51.0864
423.40,51.2115
423.50,51.3275
423.60,51.4404
423.70,51.5549
423.80,51.6739
423.90,51.7914
424.00,51.9073
424.10,52.0264
424.20,52.1393
424.30,52.2568
424.40,52.3666
424.50,52.4704
424.60,52.5772
424.70,52.6840
424.80,52.7786
424.90,52.8717
425.00,52.9724
425.10,53.0655
425.20,53.1555
425.30,53.2425
425.40,53.3279
425.50,53.4134
425.60,53.4927
425.70,53.5690
425.80,53.6453
425.90,53.7262
426.00,53.8025
426.10,53.8773
426.20,53.9505
426.30,54.0237
426.40,54.0924
426.50,54.1519
426.60,54.2130
426.70,54.2725
426.80,54.3320
426.90,54.3915
427.00,54.4540
427.10,54.5105
427.20,54.5700
427.30,54.6265
427.40,54.6768
427.50,54.7256
427.60,54.7775
427.70,54.8248
427.80,54.8721
427.90,54.9179
428.00,54.9683
428.10,55.0125
428.20,55.0537
428.30,55.0964
428.40,55.1331
428.50,55.1712
428.60,55.2002
428.70,55.2322
428.80,55.2658
428.90,55.2948
429.00,55.3238
429.10,55.3467
429.20,55.3757
429.30,55.3986
429.40,55.4199
429.50,55.4352
429.60,55.4550
429.70,55.4733
429.80,55.4901
429.90,55.5054
430.00,55.5206
430.10,55.5359
430.20,55.5450
430.30,55.5573
430.40,55.5679
430.50,55.5756
430.60,55.5817
430.70,55.5847
430.80,55.5908
430.90,55.5939
431.00,55.5984
431.10,55.6015
431.20,55.5939
431.30,55.5939
431.40,55.5862
431.50,55.5786
431.60,55.5649
431.70,55.5573
431.80,55.5466
431.90,55.5328
432.00,55.5206
432.10,55.5115
432.20,55.4993
432.30,55.4855
432.40,55.4764
432.50,55.4642
432.60,55.4459
432.70,55.4245
432.80,55.4031
432.90,55.3802
433.00,55.3528
433.10,55.3299
433.20,55.3070
433.30,55.2872
433.40,55.2643
433.50,55.2414
433.60,55.2139
433.70,55.1865
433.80,55.1559
433.90,55.1239
434.00,55.0888
434.10,55.0568
434.20,55.0232
434.30,54.9896
434.40,54.9530
434.50,54.9240
434.60,54.8935
434.70,54.8584
434.80,54.8279
434.90,54.7958
435.00,54.7592
435.10,54.7226
435.20,54.6860
435.30,54.6494
435.40,54.6112
435.50,54.5746
435.60,54.5380
435.70,54.4998
435.80,54.4647
435.90,54.4266
436.00,54.3915
436.10,54.3503
436.20,54.3060
436.30,54.2633
436.40,54.2160
436.50,54.1748
436.60,54.1306
436.70,54.0878
436.80,54.0451
436.90,54.0024
437.00,53.9597
437.10,53.9124
437.20,53.8635
437.30,53.8147
437.40,53.7628
437.50,53.7109
