"ST2 - RawData"
"Wavelength nm.","T%"
420.00,74.8367
420.10,74.9069
420.20,75.0015
420.30,75.1160
420.40,75.2380
420.50,75.3647
420.60,75.4822
420.70,75.6012
420.80,75.7111
420.90,75.8148
421.00,75.9094
421.10,76.0071
421.20,76.1032
421.30,76.1948
421.40,76.2878
421.50,76.3870
421.60,76.4862
421.70,76.5762
421.80,76.6708
421.90,76.7609
422.00,76.8494
422.10,76.9302
422.20,77.0096
422.30,77.0981
422.40,77.1805
422.50,77.2705
422.60,77.3544
422.70,77.4445
422.80,77.5253
422.90,77.6047
423.00,77.6871
423.10,77.7695
423.20,77.8442
423.30,77.9205
423.40,77.9907
423.50,78.0548
423.60,78.1128
423.70,78.1784
423.80,78.2486
423.90,78.3173
424.00,78.3875
424.10,78.4576
424.20,78.5248
424.30,78.5950
424.40,78.6575
424.50,78.7186
424.60,78.7827
424.70,78.8513
424.80,78.9063
424.90,78.9612
425.00,79.0176
425.10,79.0741
425.20,79.1306
425.30,79.1794
425.40,79.2313
425.50,79.2892
425.60,79.3396
425.70,79.3869
425.80,79.4327
425.90,79.4785
426.00,79.5166
426.10,79.5578
426.20,79.5914
426.30,79.6295
426.40,79.6646
426.50,79.7028
426.60,79.7424
426.70,79.7836
426.80,79.8187
426.90,79.8615
427.00,79.8996
427.10,79.9271
427.20,79.9591
427.30,79.9911
427.40,80.0156
427.50,80.0400
427.60,80.0674
427.70,80.0964
427.80,80.1270
427.90,80.1559
428.00,80.1819
428.10,80.2063
428.20,80.2277
428.30,80.2536
428.40,80.2750
428.50,80.2994
428.60,80.3177
428.70,80.3406
428.80,80.3589
428.90,80.3757
429.00,80.3894
429.10,80.4001
429.20,80.4108
429.30,80.4199
429.40,80.4306
429.50,80.4398
429.60,80.4535
429.70,80.4642
429.80,80.4749
429.90,80.4871
430.00,80.4977
430.10,80.5054
430.20,80.5084
430.30,80.5206
430.40,80.5313
430.50,80.5328
430.60,80.5405
430.70,80.5481
430.80,80.5511
430.90,80.5496
431.00,80.5542
431.10,80.5618
431.20,80.5618
431.30,80.5603
431.40,80.5542
431.50,80.5450
431.60,80.5374
431.70,80.5298
431.80,80.5252
431.90,80.5145
432.00,80.5099
432.10,80.5038
432.20,80.4962
432.30,80.4840
432.40,80.4810
432.50,80.4718
432.60,80.4611
432.70,80.4535
432.80,80.4428
432.90,80.4321
433.00,80.4230
433.10,80.4153
433.20,80.4062
433.30,80.3894
433.40,80.3741
433.50,80.3558
433.60,80.3421
433.70,80.3253
433.80,80.3085
433.90,80.2979
434.00,80.2811
434.10,80.2689
434.20,80.2521
434.30,80.2307
434.40,80.2124
434.50,80.1941
434.60,80.1773
434.70,80.1575
434.80,80.1331
434.90,80.1117
435.00,80.0842
435.10,80.0598
435.20,80.0369
435.30,80.0171
435.40,80.0018
435.50,79.9820
435.60,79.9652
435.70,79.9484
435.80,79.9286
435.90,79.9088
436.00,79.8904
436.10,79.8691
436.20,79.8447
436.30,79.8187
436.40,79.7928
436.50,79.7638
436.60,79.7409
436.70,79.7195
436.80,79.6906
436.90,79.6661
437.00,79.6402
437.10,79.6158
437.20,79.5853
437.30,79.5624
437.40,79.5410
437.50,79.5090
437.60,79.4769
437.70,79.4540
437.80,79.4281
437.90,79.4006
438.00,79.3671
438.10,79.3381
438.20,79.3091
438.30,79.2755
438.40,79.2435
438.50,79.2114
438.60,79.1901
438.70,79.1595
438.80,79.1306
438.90,79.0939
439.00,79.0680
439.10,79.0344
439.20,79.0085
439.30,78.9841
439.40,78.9658
439.50,78.9429
439.60,78.9154
439.70,78.8879
439.80,78.8574
439.90,78.8239
440.00,78.7857
440.10,78.7567
440.20,78.7277
440.30,78.6942
440.40,78.6606
440.50,78.6331
440.60,78.6026
440.70,78.5629
440.80,78.5339
440.90,78.5049
441.00,78.4714
441.10,78.4409
441.20,78.4149
441.30,78.3859
441.40,78.3585
441.50,78.3295
441.60,78.3051
441.70,78.2761
441.80,78.2471
441.90,78.2181
442.00,78.1845
442.10,78.1540
442.20,78.1204
442.30,78.0884
442.40,78.0533
442.50,78.0228
442.60,77.9892
442.70,77.9556
442.80,77.9221
442.90,77.8992
443.00,77.8763
443.10,77.8503
443.20,77.8290
443.30,77.8061
443.40,77.7817
443.50,77.7496
443.60,77.7161
443.70,77.6840
443.80,77.6596
443.90,77.6291
444.00,77.6001
444.10,77.5742
444.20,77.5528
444.30,77.5284
444.40,77.4979
444.50,77.4765
444.60,77.4536
444.70,77.4261
444.80,77.3956
444.90,77.3697
445.00,77.3392
445.10,77.3117
445.20,77.2858
445.30,77.2568
445.40,77.2354
445.50,77.2079
445.60,77.1851
445.70,77.1576
445.80,77.1332
445.90,77.1088
446.00,77.0798
446.10,77.0599
446.20,77.0401
446.30,77.0233
446.40,77.0004
446.50,76.9791
446.60,76.9547
446.70,76.9363
446.80,76.9196
446.90,76.9028
447.00,76.8845
447.10,76.8616
447.20,76.8387
447.30,76.8173
447.40,76.7929
447.50,76.7715
447.60,76.7502
447.70,76.7303
447.80,76.7044
447.90,76.6769
448.00,76.6510
448.10,76.6281
448.20,76.6083
448.30,76.5900
448.40,76.5762
448.50,76.5610
448.60,76.5457
448.70,76.5228
448.80,76.5045
448.90,76.4862
449.00,76.4618
449.10,76.4389
449.20,76.4191
449.30,76.3992
449.40,76.3855
449.50,76.3733
449.60,76.3626
449.70,76.3519
449.80,76.3397
449.90,76.3245
450.00,76.3000
450.10,76.2817
450.20,76.2665
450.30,76.2527
450.40,76.2390
450.50,76.2314
450.60,76.2222
450.70,76.2070
450.80,76.1948
450.90,76.1826
451.00,76.1719
451.10,76.1566
451.20,76.1444
451.30,76.1383
451.40,76.1261
451.50,76.1139
451.60,76.1032
451.70,76.0971
451.80,76.0864
451.90,76.0712
452.00,76.0590
452.10,76.0483
452.20,76.0330
452.30,76.0223
452.40,76.0117
452.50,76.0086
452.60,76.0010
452.70,75.9995
452.80,75.9933
452.90,75.9811
453.00,75.9674
453.10,75.9552
453.20,75.9415
453.30,75.9293
453.40,75.9247
453.50,75.9201
453.60,75.9140
453.70,75.9018
453.80,75.8957
453.90,75.8835
454.00,75.8743
454.10,75.8667
454.20,75.8636
454.30,75.8591
454.40,75.8591
454.50,75.8575
454.60,75.8545
454.70,75.8499
454.80,75.8484
454.90,75.8453
455.00,75.8453
455.10,75.8423
455.20,75.8408
455.30,75.8469
455.40,75.8469
455.50,75.8484
455.60,75.8499
455.70,75.8514
455.80,75.8499
455.90,75.8408
456.00,75.8377
456.10,75.8377
456.20,75.8377
456.30,75.8316
456.40,75.8331
456.50,75.8392
456.60,75.8362
456.70,75.8362
456.80,75.8362
456.90,75.8408
457.00,75.8408
457.10,75.8408
457.20,75.8392
457.30,75.8408
457.40,75.8423
457.50,75.8438
457.60,75.8469
457.70,75.8545
457.80,75.8606
457.90,75.8667
458.00,75.8728
458.10,75.8804
458.20,75.8804
458.30,75.8850
458.40,75.8896
458.50,75.8942
458.60,75.9018
458.70,75.9079
458.80,75.9171
458.90,75.9232
459.00,75.9293
459.10,75.9323
459.20,75.9369
459.30,75.9399
459.40,75.9415
459.50,75.9445
459.60,75.9476
459.70,75.9506
459.80,75.9552
459.90,75.9583
460.00,75.9628
460.10,75.9689
460.20,75.9766
460.30,75.9842
460.40,75.9979
460.50,76.0117
460.60,76.0239
460.70,76.0422
460.80,76.0574
460.90,76.0712
461.00,76.0864
461.10,76.1017
461.20,76.1154
461.30,76.1276
461.40,76.1337
461.50,76.1444
461.60,76.1581
461.70,76.1734
461.80,76.1810
461.90,76.1917
462.00,76.2070
462.10,76.2100
462.20,76.2207
462.30,76.2299
462.40,76.2421
462.50,76.2527
462.60,76.2680
462.70,76.2756
462.80,76.2863
462.90,76.3000
463.00,76.3153
463.10,76.3260
463.20,76.3367
463.30,76.3519
463.40,76.3641
463.50,76.3687
463.60,76.3779
463.70,76.3931
463.80,76.4053
463.90,76.4130
464.00,76.4267
464.10,76.4404
464.20,76.4481
464.30,76.4618
464.40,76.4832
464.50,76.5030
464.60,76.5289
464.70,76.5503
464.80,76.5778
464.90,76.5991
465.00,76.6235
465.10,76.6434
465.20,76.6602
465.30,76.6815
465.40,76.6998
465.50,76.7136
465.60,76.7258
465.70,76.7380
465.80,76.7471
465.90,76.7563
466.00,76.7700
466.10,76.7899
466.20,76.8097
466.30,76.8295
466.40,76.8509
466.50,76.8677
466.60,76.8860
466.70,76.9028
466.80,76.9211
466.90,76.9394
467.00,76.9547
467.10,76.9730
467.20,76.9852
467.30,77.0004
467.40,77.0142
467.50,77.0264
467.60,77.0432
467.70,77.0584
467.80,77.0752
467.90,77.0905
468.00,77.1103
468.10,77.1286
468.20,77.1484
468.30,77.1698
468.40,77.1927
468.50,77.2141
468.60,77.2354
468.70,77.2583
468.80,77.2797
468.90,77.3026
469.00,77.3193
469.10,77.3392
469.20,77.3605
469.30,77.3804
469.40,77.4017
469.50,77.4185
469.60,77.4399
469.70,77.4582
469.80,77.4750
469.90,77.4933
470.00,77.5146
470.10,77.5406
470.20,77.5604
470.30,77.5803
470.40,77.6031
470.50,77.6245
470.60,77.6398
470.70,77.6581
470.80,77.6840
470.90,77.7100
471.00,77.7313
471.10,77.7496
471.20,77.7725
471.30,77.7924
471.40,77.8091
471.50,77.8259
471.60,77.8473
471.70,77.8656
471.80,77.8885
471.90,77.9083
472.00,77.9358
472.10,77.9572
472.20,77.9831
472.30,78.0090
472.40,78.0334
472.50,78.0563
472.60,78.0823
472.70,78.1082
472.80,78.1342
472.90,78.1586
473.00,78.1830
473.10,78.2059
473.20,78.2288
473.30,78.2471
473.40,78.2623
473.50,78.2806
473.60,78.2990
473.70,78.3157
473.80,78.3371
473.90,78.3600
474.00,78.3859
474.10,78.4134
474.20,78.4378
474.30,78.4592
474.40,78.4821
474.50,78.5034
474.60,78.5294
474.70,78.5522
474.80,78.5812
474.90,78.6118
475.00,78.6407
475.10,78.6682
475.20,78.6942
475.30,78.7170
475.40,78.7430
475.50,78.7720
475.60,78.8010
475.70,78.8330
475.80,78.8696
475.90,78.9001
476.00,78.9291
476.10,78.9536
476.20,78.9764
476.30,78.9993
476.40,79.0192
476.50,79.0451
476.60,79.0726
476.70,79.1000
476.80,79.1229
476.90,79.1443
477.00,79.1687
477.10,79.1916
477.20,79.2145
477.30,79.2374
477.40,79.2603
477.50,79.2877
477.60,79.3091
477.70,79.3304
477.80,79.3579
477.90,79.3900
478.00,79.4128
478.10,79.4434
478.20,79.4754
478.30,79.4998
478.40,79.5197
478.50,79.5502
478.60,79.5807
478.70,79.6097
478.80,79.6417
478.90,79.6768
479.00,79.7089
479.10,79.7363
479.20,79.7638
479.30,79.7867
479.40,79.8126
479.50,79.8355
479.60,79.8584
479.70,79.8798
479.80,79.9088
479.90,79.9377
480.00,79.9683
480.10,79.9957
480.20,80.0232
480.30,80.0491
480.40,80.0735
480.50,80.0995
480.60,80.1254
480.70,80.1575
480.80,80.1865
480.90,80.2170
481.00,80.2475
481.10,80.2795
481.20,80.3131
481.30,80.3406
481.40,80.3711
481.50,80.3970
481.60,80.4276
481.70,80.4535
481.80,80.4855
481.90,80.5191
482.00,80.5557
482.10,80.5817
482.20,80.6107
482.30,80.6412
482.40,80.6686
482.50,80.6976
482.60,80.7281
482.70,80.7587
482.80,80.7922
482.90,80.8243
483.00,80.8548
483.10,80.8807
483.20,80.9067
483.30,80.9341
483.40,80.9586
483.50,80.9875
483.60,81.0242
483.70,81.0577
483.80,81.0944
483.90,81.1249
484.00,81.1584
484.10,81.1890
484.20,81.2180
484.30,81.2469
484.40,81.2820
484.50,81.3171
484.60,81.3522
484.70,81.3873
484.80,81.4240
484.90,81.4545
485.00,81.4804
485.10,81.5079
485.20,81.5384
485.30,81.5689
485.40,81.6025
485.50,81.6376
485.60,81.6742
485.70,81.7093
485.80,81.7413
485.90,81.7703
486.00,81.8024
486.10,81.8314
486.20,81.8573
486.30,81.8878
486.40,81.9214
486.50,81.9565
486.60,81.9901
486.70,82.0206
486.80,82.0511
486.90,82.0755
487.00,82.1045
487.10,82.1320
487.20,82.1594
487.30,82.1899
487.40,82.2205
487.50,82.2540
487.60,82.2815
487.70,82.3151
487.80,82.3471
487.90,82.3837
488.00,82.4158
488.10,82.4463
488.20,82.4799
488.30,82.5104
488.40,82.5455
488.50,82.5806
488.60,82.6141
488.70,82.6492
488.80,82.6813
488.90,82.7148
489.00,82.7469
489.10,82.7728
489.20,82.8018
489.30,82.8354
489.40,82.8659
489.50,82.8995
489.60,82.9346
489.70,82.9697
489.80,83.0048
489.90,83.0399
490.00,83.0719
490.10,83.1009
490.20,83.1345
490.30,83.1604
490.40,83.1894
490.50,83.2230
490.60,83.2581
490.70,83.2947
490.80,83.3298
490.90,83.3633
491.00,83.3954
491.10,83.4244
491.20,83.4564
491.30,83.4885
491.40,83.5236
491.50,83.5602
491.60,83.5999
491.70,83.6365
491.80,83.6761
491.90,83.7128
492.00,83.7494
492.10,83.7845
492.20,83.8226
492.30,83.8501
492.40,83.8806
492.50,83.9142
492.60,83.9447
492.70,83.9691
492.80,84.0027
492.90,84.0393
493.00,84.0714
493.10,84.1049
493.20,84.1431
493.30,84.1782
493.40,84.2087
493.50,84.2407
493.60,84.2743
493.70,84.3124
493.80,84.3506
493.90,84.3903
494.00,84.4254
494.10,84.4604
494.20,84.4925
494.30,84.5230
494.40,84.5535
494.50,84.5901
494.60,84.6252
494.70,84.6634
494.80,84.6970
494.90,84.7321
495.00,84.7717
495.10,84.8083
495.20,84.8450
495.30,84.8770
495.40,84.9106
495.50,84.9442
495.60,84.9716
495.70,85.0052
495.80,85.0418
495.90,85.0784
496.00,85.1151
496.10,85.1501
496.20,85.1837
496.30,85.2158
496.40,85.2539
496.50,85.2890
496.60,85.3256
496.70,85.3622
496.80,85.4004
496.90,85.4355
497.00,85.4721
497.10,85.5103
497.20,85.5438
497.30,85.5820
497.40,85.6155
497.50,85.6476
497.60,85.6873
497.70,85.7254
497.80,85.7620
497.90,85.7971
498.00,85.8337
498.10,85.8612
498.20,85.8887
498.30,85.9192
498.40,85.9497
498.50,85.9848
498.60,86.0184
498.70,86.0519
498.80,86.0855
498.90,86.1176
499.00,86.1557
499.10,86.1938
499.20,86.2320
499.30,86.2686
499.40,86.3068
499.50,86.3449
499.60,86.3739
499.70,86.4105
499.80,86.4487
499.90,86.4883
500.00,86.5250
500.10,86.5616
500.20,86.5982
500.30,86.6302
500.40,86.6577
500.50,86.6867
500.60,86.7142
500.70,86.7401
500.80,86.7676
500.90,86.7966
501.00,86.8271
501.10,86.8652
501.20,86.8973
501.30,86.9308
501.40,86.9644
501.50,87.0010
501.60,87.0361
501.70,87.0682
501.80,87.1094
501.90,87.1506
502.00,87.1887
502.10,87.2269
