pdf,es,line,context,amount,unit
ES 04150.1c 시료의 전처리 방법.pdf,ES 04150,메틸아이소부틸케톤은 10 mL ∼ 20 mL 범위에서 정확한 부피를 넣어 약 2분간 세,7.5.1.3  피로리딘다이티오카르바민산암모늄용액(2 ％) 5 mL를 넣어 흔들어 섞고 메틸아이소부틸케톤은 10 mL ∼ 20 mL 범위에서 정확한 부피를 넣어 약 2분간 세 게 흔들어 섞는다. 정치한 다음 메틸아이소부틸케톤층을 분리하여 분석용 시료로,20,mL
ES 04160.1b 퇴적물 채취 및 분석용 시료조제.pdf,ES  04160,"5.2.2.1.1 5 mL의 정제수에 1 g 황산수소소듐 (sodium bisulfate, NaHSO4, 분자량 :","5.2.2.1 시료용기 5.2.2.1.1 5 mL의 정제수에 1 g 황산수소소듐 (sodium bisulfate, NaHSO4, 분자량 : 120.06)을 녹여 입구가 큰 40 mL 휘발성 유기화합물 분석용 바이알 (VOA 바이알)에",1,g
ES 04160.1b 퇴적물 채취 및 분석용 시료조제.pdf,ES  04160,120.06)을 녹여 입구가 큰 40 mL 휘발성 유기화합물 분석용 바이알 (VOA 바이알)에,"5.2.2.1.1 5 mL의 정제수에 1 g 황산수소소듐 (sodium bisulfate, NaHSO4, 분자량 : 120.06)을 녹여 입구가 큰 40 mL 휘발성 유기화합물 분석용 바이알 (VOA 바이알)에 넣은 후 각각의 바이알 무게를 재고 반드시 유성 필기구로 그 무게를 바이알에 기",40,mL
ES 04160.1b 퇴적물 채취 및 분석용 시료조제.pdf,ES  04160,"40 mL VOA 바이알에 넣고 밀봉 후, 황산수소소듐용액이 잘 스며들도록 가볍게 흔","5.2.2.2.1  채취기로부터 바로 퇴적물 약 5 g을 전용 숟가락으로 떠서 미리 준비한 40 mL VOA 바이알에 넣고 밀봉 후, 황산수소소듐용액이 잘 스며들도록 가볍게 흔 든다.",40,mL
ES 04160.1b 퇴적물 채취 및 분석용 시료조제.pdf,ES  04160,"5 g(바이알 당),","500 5 g(바이알 당), VOCs",5,g
ES 04160.1b 퇴적물 채취 및 분석용 시료조제.pdf,ES  04160,(40ml),바이알 (40ml) 냉동(권장),40,ml
ES 04160.2 퇴적물 채취 및 금속 분석용 시료조제.pdf,ES 04160,5.1.12  플라스틱 통에 모인 시료가 10 g 이상이 될 때까지 혼합시료를 계속 체질,한다. 5.1.12  플라스틱 통에 모인 시료가 10 g 이상이 될 때까지 혼합시료를 계속 체질 하면 입자들이 처음에 비해 잘 빠져나가지 못하지만 물을 새로 붓는 것을 삼간다.,10,g
ES 04160.2 퇴적물 채취 및 금속 분석용 시료조제.pdf,ES 04160,"1. 현장에서 세립 퇴적물만 분리, 채취하는 경우 10 g 이상으로 한다.","6주 1. 현장에서 세립 퇴적물만 분리, 채취하는 경우 10 g 이상으로 한다. -  10  -",10,g
ES 04731 시료의 채취방법.pdf,ES 04731,수은 (0.2 μg/L 이하),시안 수은 (0.2 μg/L 이하) 유기인계농약,0.2,μg
ES 04731 시료의 채취방법.pdf,ES 04731,1 L 당 HNO3 2 mL 첨가,28 일 1 L 당 HNO3 2 mL 첨가 6 개월,1,L
ES 04731 시료의 채취방법.pdf,ES 04731,1 L 당 HNO3 2 mL 첨가,28 일 1 L 당 HNO3 2 mL 첨가 6 개월,2,mL
ES 04731 시료의 채취방법.pdf,ES 04731,"1 L당 HNO3 1.5 mL, pH 2 이하","6 개월 1 L당 HNO3 1.5 mL, pH 2 이하 6 개월",1.5,mL
ES 04731 시료의 채취방법.pdf,ES 04731,1L당 HCl (12 M) 5 mL 첨가,"4 ℃ 보관, NaOH로 pH 12 이상 14 일 (24 시간) 1L당 HCl (12 M) 5 mL 첨가 28 일",5,mL
ES 04731 시료의 채취방법.pdf,ES 04731,조정한 후 시료 1 L 당 CuSO4 1g,"4 ℃ 보관, H3PO4로 pH 4이하 조정한 후 시료 1 L 당 CuSO4 1g 첨가",1,L
ES 04731 시료의 채취방법.pdf,ES 04731,조정한 후 시료 1 L 당 CuSO4 1g,"4 ℃ 보관, H3PO4로 pH 4이하 조정한 후 시료 1 L 당 CuSO4 1g 첨가",1,g
ES 04733.1 수소이온농도.pdf,ES 04733,"인산일수소칼륨 21.75 g, 인산이수소칼륨 8.5 g, 인산일수소나트륨 (12 수화물) 44.6 g,","4.2.3 인산염완충용액 (pH 7.2) 인산일수소칼륨 21.75 g, 인산이수소칼륨 8.5 g, 인산일수소나트륨 (12 수화물) 44.6 g, 염화암모늄 1.7 g을 물에 녹여 1 000 mL로 한다. 이 완충액의 pH는 7.2이어야 하며,",21.75,g
ES 04733.1 수소이온농도.pdf,ES 04733,"인산일수소칼륨 21.75 g, 인산이수소칼륨 8.5 g, 인산일수소나트륨 (12 수화물) 44.6 g,","4.2.3 인산염완충용액 (pH 7.2) 인산일수소칼륨 21.75 g, 인산이수소칼륨 8.5 g, 인산일수소나트륨 (12 수화물) 44.6 g, 염화암모늄 1.7 g을 물에 녹여 1 000 mL로 한다. 이 완충액의 pH는 7.2이어야 하며,",8.5,g
ES 04733.1 수소이온농도.pdf,ES 04733,"인산일수소칼륨 21.75 g, 인산이수소칼륨 8.5 g, 인산일수소나트륨 (12 수화물) 44.6 g,","4.2.3 인산염완충용액 (pH 7.2) 인산일수소칼륨 21.75 g, 인산이수소칼륨 8.5 g, 인산일수소나트륨 (12 수화물) 44.6 g, 염화암모늄 1.7 g을 물에 녹여 1 000 mL로 한다. 이 완충액의 pH는 7.2이어야 하며,",44.6,g
ES 04734.1 전기전도도.pdf,ES 04734,"1.2.2 이 시험방법으로 측정하는 전기전도도는 0 μS/cm ∼ 1,990 μS/cm (약 0 mg/L","사용한다. 1.2.2 이 시험방법으로 측정하는 전기전도도는 0 μS/cm ∼ 1,990 μS/cm (약 0 mg/L ∼  1,275 mg/L TDS)과 0 μS/cm ∼  19,900 μS/cm (약 0 mg/L ∼  12,800 mg/L",0,mg
ES 04734.1 전기전도도.pdf,ES 04734,"∼  1,275 mg/L TDS)과 0 μS/cm ∼  19,900 μS/cm (약 0 mg/L ∼  12,800 mg/L","1.2.2 이 시험방법으로 측정하는 전기전도도는 0 μS/cm ∼ 1,990 μS/cm (약 0 mg/L ∼  1,275 mg/L TDS)과 0 μS/cm ∼  19,900 μS/cm (약 0 mg/L ∼  12,800 mg/L TDS)이다.","1,275",mg
ES 04734.1 전기전도도.pdf,ES 04734,"∼  1,275 mg/L TDS)과 0 μS/cm ∼  19,900 μS/cm (약 0 mg/L ∼  12,800 mg/L","1.2.2 이 시험방법으로 측정하는 전기전도도는 0 μS/cm ∼ 1,990 μS/cm (약 0 mg/L ∼  1,275 mg/L TDS)과 0 μS/cm ∼  19,900 μS/cm (약 0 mg/L ∼  12,800 mg/L TDS)이다.",0,mg
ES 04734.1 전기전도도.pdf,ES 04734,"∼  1,275 mg/L TDS)과 0 μS/cm ∼  19,900 μS/cm (약 0 mg/L ∼  12,800 mg/L","1.2.2 이 시험방법으로 측정하는 전기전도도는 0 μS/cm ∼ 1,990 μS/cm (약 0 mg/L ∼  1,275 mg/L TDS)과 0 μS/cm ∼  19,900 μS/cm (약 0 mg/L ∼  12,800 mg/L TDS)이다.","12,800",mg
ES 04734.1 전기전도도.pdf,ES 04734,0.01 M-염화칼륨 용액 100 mL를 정확히 취하여 1 000 mL 메스플라스크에 넣고 25,4.3.2 염화칼륨 표준용액 (0.001 M) 0.01 M-염화칼륨 용액 100 mL를 정확히 취하여 1 000 mL 메스플라스크에 넣고 25 ℃의 물 (2 μS/㎝ 이하)을 넣어 눈금까지 채운다. 이 액의 25 ℃에서의 전기전도도,000,mL
ES 04736.1 용존산소-전극법.pdf,ES 04736,"1.2.2 이 시험방법에 의한 지하수의 용존산소의 정량범위는 0 mg/L ∼ 12 mg/L이고,","1.2.1 이 시험방법은 지하수의 용존산소를 현장에서 측정하기 위해 사용한다. 1.2.2 이 시험방법에 의한 지하수의 용존산소의 정량범위는 0 mg/L ∼ 12 mg/L이고, 0.01 mg/L까지 측정할 수 있다.",0,mg
ES 04736.1 용존산소-전극법.pdf,ES 04736,"1.2.2 이 시험방법에 의한 지하수의 용존산소의 정량범위는 0 mg/L ∼ 12 mg/L이고,","1.2.1 이 시험방법은 지하수의 용존산소를 현장에서 측정하기 위해 사용한다. 1.2.2 이 시험방법에 의한 지하수의 용존산소의 정량범위는 0 mg/L ∼ 12 mg/L이고, 0.01 mg/L까지 측정할 수 있다.",12,mg
ES 04736.1 용존산소-전극법.pdf,ES 04736,0.01 mg/L까지 측정할 수 있다.,"1.2.2 이 시험방법에 의한 지하수의 용존산소의 정량범위는 0 mg/L ∼ 12 mg/L이고, 0.01 mg/L까지 측정할 수 있다. 1.3 간섭물질",0.01,mg
ES 04736.1 용존산소-전극법.pdf,ES 04736,0.3 mg/L,정도관리 목표 0.3 mg/L 90 % ∼ 110 % 이내,0.3,mg
ES 04737.1 알칼리도.pdf,ES 04737,3.7 250 mL 엘렌 메이어 플라스크 (250 mL erlenmeyer flask),3.6 파이펫 (pipette) 3.7 250 mL 엘렌 메이어 플라스크 (250 mL erlenmeyer flask) -  2  -,250,mL
ES 04737.1 알칼리도.pdf,ES 04737,3.7 250 mL 엘렌 메이어 플라스크 (250 mL erlenmeyer flask),3.6 파이펫 (pipette) 3.7 250 mL 엘렌 메이어 플라스크 (250 mL erlenmeyer flask) -  2  -,250,mL
ES 04737.1 알칼리도.pdf,ES 04737,7.1.2  깨끗한 막대 지석을 담은 100 mL 비커에 시료 25 mL를 파이펫으로 넣고 시료,"7.1.1  비커, 자석교반기, 뷰렛, 검정된 pH 미터를 적정을 위해 준비한다. 7.1.2  깨끗한 막대 지석을 담은 100 mL 비커에 시료 25 mL를 파이펫으로 넣고 시료 안에 pH 미터를 잠기게 설치한 다음 안정화될 때까지 기다린다.",100,mL
ES 04737.1 알칼리도.pdf,ES 04737,"0.02 N 또는 0.1 N 사용)을 0.5 mL 또는 그 이하로 추가한다. 산성 표준용액 첨가 후,","7.3.3 pH가 증가하는 단위가 0.2 미만이 되도록 산성 표준용액 (황산 또는 염산, 보통 0.02 N 또는 0.1 N 사용)을 0.5 mL 또는 그 이하로 추가한다. 산성 표준용액 첨가 후, 자석 교반기로 가볍게 혼합한다.",0.5,mL
ES 04738.0a 질산성질소.pdf,ES 04738,0.1 mg/L,(mg/L) 0.1 mg/L 0.1 mg/L,0.1,mg
ES 04738.0a 질산성질소.pdf,ES 04738,0.1 mg/L,0.1 mg/L 0.1 mg/L 정밀도,0.1,mg
ES 04738.0a 질산성질소.pdf,ES 04738,0.3 mg/L,25 % 이내 0.3 mg/L 25 % 이내,0.3,mg
ES 04738.0a 질산성질소.pdf,ES 04738,중화적정법 : 0.5 mg/L,25 % 이내 중화적정법 : 0.5 mg/L 분광법 : 0.1 mg/L,0.5,mg
ES 04738.0a 질산성질소.pdf,ES 04738,분광법 : 0.1 mg/L,중화적정법 : 0.5 mg/L 분광법 : 0.1 mg/L 25 % 이내,0.1,mg
ES 04739.0a 염소이온.pdf,ES 04739,0.1 mg/L,(mg/L) 0.1 mg/L 0.7 mg/L,0.1,mg
ES 04739.0a 염소이온.pdf,ES 04739,0.7 mg/L,0.1 mg/L 0.7 mg/L 5 mg/L,0.7,mg
ES 04739.0a 염소이온.pdf,ES 04739,5 mg/L,0.7 mg/L 5 mg/L 정밀도,5,mg
ES 04740.0a 시안.pdf,ES 04740,0.01 mg/L,(mg/L) 0.01 mg/L 0.10 mg/L,0.01,mg
ES 04740.0a 시안.pdf,ES 04740,0.10 mg/L,0.01 mg/L 0.10 mg/L 0.01 mg/L,0.10,mg
ES 04740.0a 시안.pdf,ES 04740,0.01 mg/L,0.10 mg/L 0.01 mg/L 정밀도,0.01,mg
ES 04741.0a 페놀류.pdf,ES 04741,추출법 : 0.005 mg/L,(mg/L) 추출법 : 0.005 mg/L 직접법 : 0.05 mg/L,0.005,mg
ES 04741.0a 페놀류.pdf,ES 04741,직접법 : 0.05 mg/L,추출법 : 0.005 mg/L 직접법 : 0.05 mg/L 정밀도,0.05,mg
ES 04741.0a 페놀류.pdf,ES 04741,0.004 mg/L,연속흐름법 0.004 mg/L 25 % 이내,0.004,mg
ES 04742.0a 납.pdf,ES 04742,0.04 mg/L,(mg/L) 0.04 mg/L 0.004 mg/L,0.04,mg
ES 04742.0a 납.pdf,ES 04742,0.004 mg/L,0.04 mg/L 0.004 mg/L 유도결합플라스마-원자발광분광법,0.004,mg
ES 04742.0a 납.pdf,ES 04742,0.04 mg/L,유도결합플라스마-원자발광분광법 0.04 mg/L 유도결합플라스마-질량분석법,0.04,mg
ES 04742.0a 납.pdf,ES 04742,0.002 mg/L,유도결합플라스마-질량분석법 0.002 mg/L 양극벗김전압전류법,0.002,mg
ES 04742.0a 납.pdf,ES 04742,0.0001 mg/L,양극벗김전압전류법 0.0001 mg/L 정밀도,0.0001,mg
ES 04743.0a 비소.pdf,ES 04743,0.005 mg/L,수소화물생성-원자흡수분광광도법 0.005 mg/L 자외선/가시선 분광법,0.005,mg
ES 04743.0a 비소.pdf,ES 04743,0.004 mg/L,자외선/가시선 분광법 0.004 mg/L 유도결합플라스마-원자발광분광법,0.004,mg
ES 04743.0a 비소.pdf,ES 04743,0.05 mg/L,유도결합플라스마-원자발광분광법 0.05 mg/L 유도결합플라스마-질량분석법,0.05,mg
ES 04743.0a 비소.pdf,ES 04743,0.006 mg/L,유도결합플라스마-질량분석법 0.006 mg/L 양극벗김전압전류법,0.006,mg
ES 04743.0a 비소.pdf,ES 04743,0.0003 mg/L,양극벗김전압전류법 0.0003 mg/L 정밀도,0.0003,mg
ES 04744.0a 수은.pdf,ES 04744,0.0005 mg/L,냉증기-원자흡수분광광도법 0.0005 mg/L 자외선/가시선 분광법,0.0005,mg
ES 04744.0a 수은.pdf,ES 04744,0.003 mg/L,자외선/가시선 분광법 0.003 mg/L 양극벗김전압전류법,0.003,mg
ES 04744.0a 수은.pdf,ES 04744,0.0001 mg/L,냉증기-원자형광법 0.0001 mg/L 0.0005 μg/L,0.0001,mg
ES 04744.0a 수은.pdf,ES 04744,0.0005 μg/L,0.0001 mg/L 0.0005 μg/L 정밀도,0.0005,μg
ES 04744.4a 수은-냉증기-원자형광법.pdf,ES 04744,이 시험기준은 지하수에 존재하는 저농도의 수은 (0.0002 mg/L 이하)을 정량하기,(Mercury-Cold Vapor-Atomic Fluorescence Spectrometry) 이 시험기준은 지하수에 존재하는 저농도의 수은 (0.0002 mg/L 이하)을 정량하기 위하여 사용한다. 시료에 이염화주석 (SnCl2)을 넣어 금속수은으로 환원시킨 후 이,0.0002,mg
ES 04745.0a 크롬.pdf,ES 04745,산처리법 : 0.01 mg/L,원자흡수분광광도법 산처리법 : 0.01 mg/L 용매추출법 : 0.001 mg/L,0.01,mg
ES 04745.0a 크롬.pdf,ES 04745,용매추출법 : 0.001 mg/L,산처리법 : 0.01 mg/L 용매추출법 : 0.001 mg/L 자외선/가시선 분광법,0.001,mg
ES 04745.0a 크롬.pdf,ES 04745,0.04 mg/L,자외선/가시선 분광법 0.04 mg/L 유도결합플라스마-원자발광분광법,0.04,mg
ES 04745.0a 크롬.pdf,ES 04745,0.007 mg/L,유도결합플라스마-원자발광분광법 0.007 mg/L 유도결합플라스마-질량분석법,0.007,mg
ES 04745.0a 크롬.pdf,ES 04745,0.0002 mg/L,유도결합플라스마-질량분석법 0.0002 mg/L 정밀도,0.0002,mg
ES 04746.0a 카드뮴.pdf,ES 04746,0.002 mg/L,(mg/L) 0.002 mg/L 0.004 mg/L,0.002,mg
ES 04746.0a 카드뮴.pdf,ES 04746,0.004 mg/L,0.002 mg/L 0.004 mg/L 유도결합플라스마-원자발광분광법,0.004,mg
ES 04746.0a 카드뮴.pdf,ES 04746,0.004 mg/L,유도결합플라스마-원자발광분광법 0.004 mg/L 유도결합플라스마-질량분석법,0.004,mg
ES 04746.0a 카드뮴.pdf,ES 04746,0.002 mg/L,유도결합플라스마-질량분석법 0.002 mg/L 정밀도,0.002,mg
ES 04747.2a 유기인계농약-기체크로마토그래피-질량분석법.pdf,ES 04747,1.2.3 이 시험기준에 염지하수 중에 각 유기인계농약류의 정량한계는 0.5 μg/L이다.,이다. 1.2.3 이 시험기준에 염지하수 중에 각 유기인계농약류의 정량한계는 0.5 μg/L이다. 1.3 간섭물질,0.5,μg
ES 04747.2a 유기인계농약-기체크로마토그래피-질량분석법.pdf,ES 04747,"0.5 mL/min ∼ 4 mL/min, 시료도입부 온도는 200 ℃ ∼ 250 ℃, 컬럼온도는 40 ℃ ∼","3.1.2  운반기체는 부피백분율 99.999 % 이상의 헬륨 (또는 질소)을 사용하며 유량은 0.5 mL/min ∼ 4 mL/min, 시료도입부 온도는 200 ℃ ∼ 250 ℃, 컬럼온도는 40 ℃ ∼ 280 ℃로 사용한다.",0.5,mL
ES 04747.2a 유기인계농약-기체크로마토그래피-질량분석법.pdf,ES 04747,"0.5 mL/min ∼ 4 mL/min, 시료도입부 온도는 200 ℃ ∼ 250 ℃, 컬럼온도는 40 ℃ ∼","3.1.2  운반기체는 부피백분율 99.999 % 이상의 헬륨 (또는 질소)을 사용하며 유량은 0.5 mL/min ∼ 4 mL/min, 시료도입부 온도는 200 ℃ ∼ 250 ℃, 컬럼온도는 40 ℃ ∼ 280 ℃로 사용한다.",4,mL
