Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Analyze Quant Version,10.2,Report Quant Version,10.2
DCM
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,8469,4913,,0.000,mg/L
Chloroform,,,,4913,,ND,mg/L
Carbon Chloride,,,,4913,,ND,mg/L
"1,2-DCE",,,,4913,,ND,mg/L
Benzene,,,,4913,,ND,mg/L
TCE,,,,4913,,ND,mg/L
PCE,,,,4913,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 6:00:08,Data File,FBK(RE 26-03-17).D
Type,Blank,Name,FBK(RE 26-03-17)
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.148,7761,4647,,0.000,mg/L
Chloroform,,,,4647,,ND,mg/L
Carbon Chloride,,,,4647,,ND,mg/L
"1,2-DCE",,,,4647,,ND,mg/L
Benzene,,,,4647,,ND,mg/L
TCE,,,,4647,,ND,mg/L
PCE,,,,4647,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 6:12:49,Data File,FBK(RE 26-03-18).D
Type,Blank,Name,FBK(RE 26-03-18)
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,8161,4929,,0.000,mg/L
Chloroform,,,,4929,,ND,mg/L
Carbon Chloride,,,,4929,,ND,mg/L
"1,2-DCE",,,,4929,,ND,mg/L
Benzene,,,,4929,,ND,mg/L
TCE,,,,4929,,ND,mg/L
PCE,,,,4929,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 6:25:28,Data File,FBK(HS 26-03-18).D
Type,Blank,Name,FBK(HS 26-03-18)
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,8152,4726,,0.000,mg/L
Chloroform,,,,4726,,ND,mg/L
Carbon Chloride,,,,4726,,ND,mg/L
"1,2-DCE",,,,4726,,ND,mg/L
Benzene,,,,4726,,ND,mg/L
TCE,,,,4726,,ND,mg/L
PCE,,,,4726,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 6:38:08,Data File,HS(26-03-18).D
Type,Blank,Name,HS 26-03-18
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.147,3809,4800,,0.000,mg/L
Chloroform,,,,4800,,ND,mg/L
Carbon Chloride,,,,4800,,ND,mg/L
"1,2-DCE",,,,4800,,ND,mg/L
Benzene,,,,4800,,ND,mg/L
TCE,,,,4800,,ND,mg/L
PCE,,,,4800,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 6:50:49,Data File,RE-05.D
Type,Sample,Name,RE-05
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.147,4585,4844,,0.000,mg/L
Chloroform,,,,4844,,ND,mg/L
Carbon Chloride,,,,4844,,ND,mg/L
"1,2-DCE",,,,4844,,ND,mg/L
Benzene,,,,4844,,ND,mg/L
TCE,,,,4844,,ND,mg/L
PCE,,,,4844,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 7:03:29,Data File,RE-06.D
Type,Sample,Name,RE-06
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,3665,3704,,0.000,mg/L
Chloroform,,,,3704,,ND,mg/L
Carbon Chloride,,,,3704,,ND,mg/L
"1,2-DCE",,,,3704,,ND,mg/L
Benzene,,,,3704,,ND,mg/L
TCE,,,,3704,,ND,mg/L
PCE,,,,3704,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 7:16:08,Data File,RE-13.D
Type,Sample,Name,RE-13
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,3248,4024,,0.000,mg/L
Chloroform,,,,4024,,ND,mg/L
Carbon Chloride,,,,4024,,ND,mg/L
"1,2-DCE",,,,4024,,ND,mg/L
Benzene,,,,4024,,ND,mg/L
TCE,,,,4024,,ND,mg/L
PCE,,,,4024,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 7:28:49,Data File,RE-14.D
Type,Sample,Name,RE-14
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.148,3165,4163,,0.000,mg/L
Chloroform,,,,4163,,ND,mg/L
Carbon Chloride,,,,4163,,ND,mg/L
"1,2-DCE",,,,4163,,ND,mg/L
Benzene,,,,4163,,ND,mg/L
TCE,,,,4163,,ND,mg/L
PCE,,,,4163,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 7:41:30,Data File,RE-15.D
Type,Sample,Name,RE-15
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,3097,4351,,0.000,mg/L
Chloroform,,5.720,0,4351,,ND,mg/L
Carbon Chloride,,,,4351,,ND,mg/L
"1,2-DCE",,,,4351,,ND,mg/L
Benzene,,,,4351,,ND,mg/L
TCE,,,,4351,,ND,mg/L
PCE,,,,4351,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 7:54:09,Data File,RE-16.D
Type,Sample,Name,RE-16
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,3047,4177,,0.000,mg/L
Chloroform,,,,4177,,ND,mg/L
Carbon Chloride,,,,4177,,ND,mg/L
"1,2-DCE",,,,4177,,ND,mg/L
Benzene,,,,4177,,ND,mg/L
TCE,,,,4177,,ND,mg/L
PCE,,,,4177,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 8:06:49,Data File,RE-24.D
Type,Sample,Name,RE-24
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,3613,4158,,0.000,mg/L
Chloroform,,,,4158,,ND,mg/L
Carbon Chloride,,,,4158,,ND,mg/L
"1,2-DCE",,,,4158,,ND,mg/L
Benzene,,,,4158,,ND,mg/L
TCE,,,,4158,,ND,mg/L
PCE,,,,4158,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 8:19:28,Data File,RE-25.D
Type,Sample,Name,RE-25
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.147,3037,3851,,0.000,mg/L
Chloroform,,,,3851,,ND,mg/L
Carbon Chloride,,,,3851,,ND,mg/L
"1,2-DCE",,,,3851,,ND,mg/L
Benzene,,,,3851,,ND,mg/L
TCE,,,,3851,,ND,mg/L
PCE,,,,3851,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 8:32:08,Data File,MBK.D
Type,Blank,Name,MBK
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,7745,4335,,0.000,mg/L
Chloroform,,,,4335,,ND,mg/L
Carbon Chloride,,,,4335,,ND,mg/L
"1,2-DCE",,,,4335,,ND,mg/L
Benzene,,,,4335,,ND,mg/L
TCE,,,,4335,,ND,mg/L
PCE,,,,4335,,ND,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
Batch Data Path,D:\DATA\2026년\3. 2026년 3월\VOC10(RE 3.17.18 HS 3.18)\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-23 오전 11:09:58,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:12:38,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-23 오전 11:09:58,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-03-18 오후 8:57:26,Data File,CCV-.D
Type,QC,Name,CCV-
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.148,494033,3922,,0.233,mg/L
Chloroform,,5.720,192248,3922,,0.208,mg/L
Carbon Chloride,,5.922,251482,3922,,0.213,mg/L
"1,2-DCE",,5.987,91567,3922,,0.212,mg/L
Benzene,,5.999,466383,3922,,0.194,mg/L
TCE,,6.232,141735,3922,,0.201,mg/L
PCE,,7.150,127029,3922,,0.182,mg/L
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
PCE
,,
