Acq. Date-Time,2026-02-02 오후 2:10:38,Data File,YS-01.D
Type,Sample,Name,YS-01
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,227718,4552,,0.225,mg/L
Chloroform,,,,4552,,ND,mg/L
Benzene,,5.980,0,4552,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 2:23:22,Data File,YS-02.D
Type,Sample,Name,YS-02
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,140110,5324,,0.114,mg/L
Chloroform,,,,5324,,ND,mg/L
Benzene,,,,5324,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 2:36:06,Data File,YS-03.D
Type,Sample,Name,YS-03
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,112402,5580,,0.085,mg/L
Chloroform,,,,5580,,ND,mg/L
Benzene,,,,5580,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 2:48:51,Data File,YS-04.D
Type,Sample,Name,YS-04
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,179637,6410,,0.122,mg/L
Chloroform,,,,6410,,ND,mg/L
Benzene,,,,6410,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 3:01:34,Data File,YS-05.D
Type,Sample,Name,YS-05
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,59497,5884,,0.038,mg/L
Chloroform,,,,5884,,ND,mg/L
Benzene,,,,5884,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 3:14:21,Data File,YS-06.D
Type,Sample,Name,YS-06
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,95868,5104,,0.079,mg/L
Chloroform,,,,5104,,ND,mg/L
Benzene,,,,5104,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 3:27:05,Data File,YS-07.D
Type,Sample,Name,YS-07
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,218436,5043,,0.194,mg/L
Chloroform,,5.720,0,5043,,ND,mg/L
Benzene,,,,5043,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 3:39:52,Data File,YS-08.D
Type,Sample,Name,YS-08
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,75258,219,,1.599,mg/L
Chloroform,,,,219,,ND,mg/L
Benzene,,,,219,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 3:52:38,Data File,YS-09.D
Type,Sample,Name,YS-09
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,94067,4322,,0.093,mg/L
Chloroform,,,,4322,,ND,mg/L
Benzene,,,,4322,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 4:05:37,Data File,YS-10.D
Type,Sample,Name,YS-10
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,120358,4279,,0.122,mg/L
Chloroform,,5.720,42667,4279,,0.043,mg/L
Benzene,,,,4279,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 4:18:23,Data File,YS-11.D
Type,Sample,Name,YS-11
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,100105,3788,,0.114,mg/L
Chloroform,,,,3788,,ND,mg/L
Benzene,,,,3788,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 4:31:09,Data File,YS-12.D
Type,Sample,Name,YS-12
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,75183,3979,,0.079,mg/L
Chloroform,,,,3979,,ND,mg/L
Benzene,,,,3979,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 4:49:39,Data File,YS-13.D
Type,Sample,Name,YS-13
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,258854,3261,,0.362,mg/L
Chloroform,,,,3261,,ND,mg/L
Benzene,,,,3261,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 5:02:36,Data File,YS-14.D
Type,Sample,Name,YS-14
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,75060,3054,,0.106,mg/L
Chloroform,,,,3054,,ND,mg/L
Benzene,,,,3054,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 5:15:32,Data File,YS-15.D
Type,Sample,Name,YS-15
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,167629,2957,,0.256,mg/L
Chloroform,,,,2957,,ND,mg/L
Benzene,,,,2957,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 5:28:27,Data File,YS-16.D
Type,Sample,Name,YS-16
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,79961,2987,,0.116,mg/L
Chloroform,,,,2987,,ND,mg/L
Benzene,,,,2987,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 5:41:20,Data File,YS-17.D
Type,Sample,Name,YS-17
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,66150,3036,,0.093,mg/L
Chloroform,,,,3036,,ND,mg/L
Benzene,,,,3036,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 5:54:12,Data File,YS-18.D
Type,Sample,Name,YS-18
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,223807,2463,,0.416,mg/L
Chloroform,,,,2463,,ND,mg/L
Benzene,,,,2463,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 6:07:08,Data File,MBK-2.D
Type,Blank,Name,MBK-2
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,4413,2970,,0.000,mg/L
Chloroform,,,,2970,,ND,mg/L
Benzene,,,,2970,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 6:20:01,Data File,CCV-2.D
Type,QC,Name,CCV-2
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,36588,2104,,0.072,mg/L
Chloroform,,5.720,47504,2104,,0.102,mg/L
Benzene,,5.999,79212,2104,,0.077,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 6:45:44,Data File,HJ-01.D
Type,Sample,Name,HJ-01
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,48909,3247,,0.061,mg/L
Chloroform,,,,3247,,ND,mg/L
Benzene,,5.999,0,3247,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 6:58:36,Data File,HJ-02.D
Type,Sample,Name,HJ-02
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,30757,3017,,0.038,mg/L
Chloroform,,,,3017,,ND,mg/L
Benzene,,,,3017,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 7:11:28,Data File,HJ-03.D
Type,Sample,Name,HJ-03
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,22100,2795,,0.028,mg/L
Chloroform,,,,2795,,ND,mg/L
Benzene,,,,2795,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 7:24:23,Data File,HJ-04.D
Type,Sample,Name,HJ-04
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,22315,2272,,0.037,mg/L
Chloroform,,,,2272,,ND,mg/L
Benzene,,5.999,9645,2272,,0.013,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 7:37:12,Data File,HJ-05.D
Type,Sample,Name,HJ-05
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,14274,2237,,0.021,mg/L
Chloroform,,,,2237,,ND,mg/L
Benzene,,,,2237,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 7:50:07,Data File,HJ-06.D
Type,Sample,Name,HJ-06
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,21199,2866,,0.025,mg/L
Chloroform,,,,2866,,ND,mg/L
Benzene,,,,2866,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 8:02:59,Data File,HJ-07.D
Type,Sample,Name,HJ-07
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,24565,2952,,0.030,mg/L
Chloroform,,,,2952,,ND,mg/L
Benzene,,5.999,43421,2952,,0.033,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 8:15:49,Data File,HJ-08.D
Type,Sample,Name,HJ-08
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,41093,3021,,0.054,mg/L
Chloroform,,,,3021,,ND,mg/L
Benzene,,,,3021,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 8:28:40,Data File,HJ-09.D
Type,Sample,Name,HJ-09
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,9833,2374,,0.010,mg/L
Chloroform,,,,2374,,ND,mg/L
Benzene,,,,2374,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:02:39,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:46:36,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-02 오후 8:41:34,Data File,HJ-10.D
Type,Sample,Name,HJ-10
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
DCM,,5.153,10838,2480,,0.011,mg/L
Chloroform,,5.720,9034,2480,,0.014,mg/L
Benzene,,,,2480,,ND,mg/L
DCM
,,
Chloroform
,,
Benzene
,,
Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\B C D.batch.bin"
Analysis Time,2026-02-03 오후 2:46:36,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
