Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,6.854,,11051,,2202,,0.023
VOC10 ST-02.D,,Cal,6.854,,25632,,2346,,0.030
VOC10 ST-03.D,,Cal,6.855,,68400,,2380,,0.050
VOC10 ST-04.D,,Cal,6.854,,155058,,2568,,0.086
VOC10 ST-05.D,,Cal,6.858,,389668,,2825,,0.174
VOC10 ST-06.D,,Cal,6.854,,911024,,2602,,0.415
BK-.D,,Blank,,,,,3075,,ND
FBK(KD 26-01-15).D,,Blank,,,,,3257,,ND
KD-01.D,,Sample,,,,,6558,,ND
KD-02.D,,Sample,6.855,,20136,,3338,,0.025
JR 26-01-19.D,,Sample,6.854,,20036,,2819,,0.026
MBK.D,,Blank,,,,,3618,,ND
-CCV-.D,,QC,6.858,,396939,,2975,,0.169
PCE
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,7.150,,6141,,2202,,0.015
VOC10 ST-02.D,,Cal,7.150,,14638,,2346,,0.025
VOC10 ST-03.D,,Cal,7.150,,37250,,2380,,0.052
VOC10 ST-04.D,,Cal,7.150,,78224,,2568,,0.095
VOC10 ST-05.D,,Cal,7.150,,174323,,2825,,0.185
VOC10 ST-06.D,,Cal,7.150,,362630,,2602,,0.408
BK-.D,,Blank,,,,,3075,,ND
FBK(KD 26-01-15).D,,Blank,,,,,3257,,ND
KD-01.D,,Sample,,,,,6558,,ND
KD-02.D,,Sample,,,,,3338,,ND
JR 26-01-19.D,,Sample,,,,,2819,,ND
MBK.D,,Blank,,,,,3618,,ND
-CCV-.D,,QC,7.150,,172734,,2975,,0.174
Xylene
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,7.937,,10134,,2202,,0.025
VOC10 ST-02.D,,Cal,7.937,,24717,,2346,,0.029
VOC10 ST-03.D,,Cal,7.939,,75240,,2380,,0.045
VOC10 ST-04.D,,Cal,7.942,,219081,,2568,,0.084
VOC10 ST-05.D,,Cal,7.939,,636680,,2825,,0.187
VOC10 ST-06.D,,Cal,7.939,,1377811,,2602,,0.410
BK-.D,,Blank,0.000,,0,,3075,,ND
FBK(KD 26-01-15).D,,Blank,0.000,,0,,3257,,ND
KD-01.D,,Sample,0.000,,0,,6558,,ND
KD-02.D,,Sample,0.000,,0,,3338,,ND
JR 26-01-19.D,,Sample,7.725,,151024,,2819,,0.061
MBK.D,,Blank,0.000,,0,,3618,,ND
-CCV-.D,,QC,7.939,,644259,,2975,,0.181
Calibration,,
"1,1-DCE",,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-01.D,Calibration,1,x,,0.010,,13189
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-02.D,Calibration,2,x,,0.020,,31990
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-03.D,Calibration,3,x,,0.050,,81813
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-04.D,Calibration,4,x,,0.100,,168688
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-05.D,Calibration,5,x,,0.200,,380014
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\-CCV-.D,QC,5,x,,0.200,,372515
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-06.D,Calibration,6,x,,0.400,,819003
Calibration,,
DCM,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-01.D,Calibration,1,x,,0.010,,11728
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-02.D,Calibration,2,x,,0.020,,23820
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-03.D,Calibration,3,x,,0.050,,56550
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-04.D,Calibration,4,x,,0.100,,110903
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-05.D,Calibration,5,x,,0.200,,223092
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\-CCV-.D,QC,5,x,,0.200,,220281
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-06.D,Calibration,6,x,,0.400,,417489
Calibration,,
Chloroform,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-01.D,Calibration,1,x,,0.010,,19634
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-02.D,Calibration,2,x,,0.020,,32828
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-03.D,Calibration,3,x,,0.050,,66722
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-04.D,Calibration,4,x,,0.100,,124185
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-05.D,Calibration,5,x,,0.200,,243884
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\-CCV-.D,QC,5,x,,0.200,,245445
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-06.D,Calibration,6,x,,0.400,,451863
Calibration,,
Carbon Chloride,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-01.D,Calibration,1,x,,0.010,,14317
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-02.D,Calibration,2,x,,0.020,,34255
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-03.D,Calibration,3,x,,0.050,,84147
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-04.D,Calibration,4,x,,0.100,,166771
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-05.D,Calibration,5,x,,0.200,,357253
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\-CCV-.D,QC,5,x,,0.200,,349988
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-06.D,Calibration,6,x,,0.400,,741876
Calibration,,
"1,2-DCE",,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-01.D,Calibration,1,x,,0.010,,4525
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-02.D,Calibration,2,x,,0.020,,9886
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-03.D,Calibration,3,x,,0.050,,25456
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-04.D,Calibration,4,x,,0.100,,52796
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-05.D,Calibration,5,x,,0.200,,111338
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\-CCV-.D,QC,5,x,,0.200,,108228
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-06.D,Calibration,6,x,,0.400,,214042
Calibration,,
Benzene,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-01.D,Calibration,1,x,,0.010,,15540
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-02.D,Calibration,2,x,,0.020,,36633
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-03.D,Calibration,3,x,,0.050,,97880
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-04.D,Calibration,4,x,,0.100,,216663
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-05.D,Calibration,5,x,,0.200,,503740
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\-CCV-.D,QC,5,x,,0.200,,502102
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-06.D,Calibration,6,x,,0.400,,1052280
Calibration,,
TCE,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-01.D,Calibration,1,x,,0.010,,5321
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-02.D,Calibration,2,x,,0.020,,12583
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-03.D,Calibration,3,x,,0.050,,32505
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-04.D,Calibration,4,x,,0.100,,69184
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-05.D,Calibration,5,x,,0.200,,156334
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\-CCV-.D,QC,5,x,,0.200,,156165
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-06.D,Calibration,6,x,,0.400,,281101
Calibration,,
Toluene,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-01.D,Calibration,1,x,,0.010,,11051
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-02.D,Calibration,2,x,,0.020,,25632
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-03.D,Calibration,3,x,,0.050,,68400
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-04.D,Calibration,4,x,,0.100,,155058
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-05.D,Calibration,5,x,,0.200,,389668
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\-CCV-.D,QC,5,x,,0.200,,396939
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-06.D,Calibration,6,x,,0.400,,911024
Calibration,,
PCE,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-01.D,Calibration,1,x,,0.010,,6141
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-02.D,Calibration,2,x,,0.020,,14638
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-03.D,Calibration,3,x,,0.050,,37250
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-04.D,Calibration,4,x,,0.100,,78224
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-05.D,Calibration,5,x,,0.200,,174323
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\-CCV-.D,QC,5,x,,0.200,,172734
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-06.D,Calibration,6,x,,0.400,,362630
Calibration,,
Xylene,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-01.D,Calibration,1,x,,0.010,,10134
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-02.D,Calibration,2,x,,0.020,,24717
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-03.D,Calibration,3,x,,0.050,,75240
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-04.D,Calibration,4,x,,0.100,,219081
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-05.D,Calibration,5,x,,0.200,,636680
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\-CCV-.D,QC,5,x,,0.200,,644259
D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\VOC10 ST-06.D,Calibration,6,x,,0.400,,1377811
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\QuantResults\VOC10.batch.bin
Analysis Time,2026-01-20 오후 1:17:20,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 10:55:58,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-01-20 오후 1:17:20,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-19 오후 8:55:55,Data File,VOC10 ST-01.D
Type,Cal,Name,VOC10 ST-01
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
"1,1-DCE",,4.996,13189,2202,,0.017,mg/L
DCM,,5.153,11728,2202,,0.007,mg/L
Chloroform,,5.720,19634,2202,,0.008,mg/L
Carbon Chloride,,5.922,14317,2202,,0.013,mg/L
"1,2-DCE",,5.986,4525,2202,,0.010,mg/L
Benzene,,5.999,15540,2202,,0.017,mg/L
TCE,,6.238,5321,2202,,0.009,mg/L
Toluene,,6.854,11051,2202,,0.023,mg/L
PCE,,7.150,6141,2202,,0.015,mg/L
Xylene,,7.937,10134,2202,,0.025,mg/L
"1,1-DCE"
,,
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
Toluene
,,
PCE
,,
Xylene
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\QuantResults\VOC10.batch.bin
Analysis Time,2026-01-20 오후 1:17:20,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 10:55:58,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-01-20 오후 1:17:20,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-19 오후 9:08:45,Data File,VOC10 ST-02.D
Type,Cal,Name,VOC10 ST-02
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
"1,1-DCE",,4.991,31990,2346,,0.026,mg/L
DCM,,5.153,23820,2346,,0.019,mg/L
Chloroform,,5.720,32828,2346,,0.020,mg/L
Carbon Chloride,,5.922,34255,2346,,0.025,mg/L
"1,2-DCE",,5.986,9886,2346,,0.021,mg/L
Benzene,,5.999,36633,2346,,0.025,mg/L
TCE,,6.238,12583,2346,,0.020,mg/L
Toluene,,6.854,25632,2346,,0.030,mg/L
PCE,,7.150,14638,2346,,0.025,mg/L
Xylene,,7.937,24717,2346,,0.029,mg/L
"1,1-DCE"
,,
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
Toluene
,,
PCE
,,
Xylene
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\QuantResults\VOC10.batch.bin
Analysis Time,2026-01-20 오후 1:17:20,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 10:55:58,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-01-20 오후 1:17:20,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-19 오후 9:21:36,Data File,VOC10 ST-03.D
Type,Cal,Name,VOC10 ST-03
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
"1,1-DCE",,4.996,81813,2380,,0.053,mg/L
DCM,,5.153,56550,2380,,0.054,mg/L
Chloroform,,5.720,66722,2380,,0.054,mg/L
Carbon Chloride,,5.922,84147,2380,,0.054,mg/L
"1,2-DCE",,5.987,25456,2380,,0.052,mg/L
Benzene,,5.999,97880,2380,,0.051,mg/L
TCE,,6.238,32505,2380,,0.050,mg/L
Toluene,,6.855,68400,2380,,0.050,mg/L
PCE,,7.150,37250,2380,,0.052,mg/L
Xylene,,7.939,75240,2380,,0.045,mg/L
"1,1-DCE"
,,
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
Toluene
,,
PCE
,,
Xylene
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\QuantResults\VOC10.batch.bin
Analysis Time,2026-01-20 오후 1:17:20,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 10:55:58,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-01-20 오후 1:17:20,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-19 오후 9:34:27,Data File,VOC10 ST-04.D
Type,Cal,Name,VOC10 ST-04
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
"1,1-DCE",,4.996,168688,2568,,0.093,mg/L
DCM,,5.153,110903,2568,,0.103,mg/L
Chloroform,,5.720,124185,2568,,0.102,mg/L
Carbon Chloride,,5.922,166771,2568,,0.096,mg/L
"1,2-DCE",,5.986,52796,2568,,0.101,mg/L
Benzene,,5.999,216663,2568,,0.093,mg/L
TCE,,6.238,69184,2568,,0.099,mg/L
Toluene,,6.854,155058,2568,,0.086,mg/L
PCE,,7.150,78224,2568,,0.095,mg/L
Xylene,,7.942,219081,2568,,0.084,mg/L
"1,1-DCE"
,,
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
Toluene
,,
PCE
,,
Xylene
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\QuantResults\VOC10.batch.bin
Analysis Time,2026-01-20 오후 1:17:20,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 10:55:58,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-01-20 오후 1:17:20,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-19 오후 9:47:19,Data File,VOC10 ST-05.D
Type,Cal,Name,VOC10 ST-05
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
"1,1-DCE",,4.996,380014,2825,,0.181,mg/L
DCM,,5.153,223092,2825,,0.194,mg/L
Chloroform,,5.720,243884,2825,,0.193,mg/L
Carbon Chloride,,5.922,357253,2825,,0.183,mg/L
"1,2-DCE",,5.986,111338,2825,,0.193,mg/L
Benzene,,5.999,503740,2825,,0.186,mg/L
TCE,,6.238,156334,2825,,0.204,mg/L
Toluene,,6.858,389668,2825,,0.174,mg/L
PCE,,7.150,174323,2825,,0.185,mg/L
Xylene,,7.939,636680,2825,,0.187,mg/L
"1,1-DCE"
,,
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
Toluene
,,
PCE
,,
Xylene
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\QuantResults\VOC10.batch.bin
Analysis Time,2026-01-20 오후 1:17:20,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 10:55:58,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-01-20 오후 1:17:20,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-19 오후 10:04:31,Data File,VOC10 ST-06.D
Type,Cal,Name,VOC10 ST-06
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
"1,1-DCE",,4.996,819003,2602,,0.411,mg/L
DCM,,5.153,417489,2602,,0.402,mg/L
Chloroform,,5.720,451863,2602,,0.402,mg/L
Carbon Chloride,,5.922,741876,2602,,0.408,mg/L
"1,2-DCE",,5.986,214042,2602,,0.403,mg/L
Benzene,,5.999,1052280,2602,,0.408,mg/L
TCE,,6.238,281101,2602,,0.398,mg/L
Toluene,,6.854,911024,2602,,0.415,mg/L
PCE,,7.150,362630,2602,,0.408,mg/L
Xylene,,7.939,1377811,2602,,0.410,mg/L
"1,1-DCE"
,,
DCM
,,
Chloroform
,,
Carbon Chloride
,,
"1,2-DCE"
,,
Benzene
,,
TCE
,,
Toluene
,,
PCE
,,
Xylene
,,
Batch Data Path,D:\DATA\2026년\1. 2026년 1월\VOC10(KD 1.15)\QuantResults\VOC10.batch.bin
Analysis Time,2026-01-20 오후 1:17:20,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 10:55:58,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-01-20 오후 1:17:20,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-01-19 오후 10:29:50,Data File,BK-.D
